place,package_name,price,time,about_trip,emi
koh samui,Exotic Samui With Thailand - Land Only,"23,500","
                            5 NIGHTS
                        ","
	
	
	
	After breakfast, proceed for the city tour which covers major landmarks including fascinating temples around the capital. Visit the Golden Buddha Temple (Wat Traimit), Located at the end of the China Town’s Yaowarat Road, near Hualampong Railway Station, Wat Traimit houses the world’s largest massive gold seated Buddha measuring nearly five meters in height and weighing five and half tons. In the past, artisans crafted the buddhas in gold and disguised them from invading armies by a covering of stucco and plaster. Also pay a Visit to the Marble Temple (Wat Ben), Wat Benjamabhopit, most commonly called Wat Benja was built in by King Rama V in 1900 and is renowned for more than one reasons. Nickednamed 'The Marble Temple' for all the external walls of the main temple are covered with marble imported from Italy, but also for being the temple embossed on the back of 5 baht coins! Located near the many government offices and palaces, this wat is highly revered and is often visited by high ranked officials. Overnight stay at the Hotel.
	After Breakfast check-out from the hotel and proceed to the airport for the return journey with wonderful memories of Thailand, we recommend you visit the sophisticated plazas of Bangkok. With a huge choice of not only what to buy, bargain-hunting is an engrossing"," 1,444
                            "
praslin,Romantic Seychelles,"77,990","
                            5 NIGHTS
                        ","
	Welcome to Seychelles- an unmatched paradise on earth. Once you land in Mahe Island we will whisk you away to your hotel (Berjaya Beau Vallon or similar) situated in the popular Beau Vallon Bay. You have the whole day to explore your beautiful resort.
	Overnight stay at hotel.
	You have the whole day at leisure today to explore the alluring Seychelles. We recommend you to take the Ste Anne Marine Park tour today at an additional cost. Discover the magic of Seychelles silent and colorful underwater world. 
	 
	This relaxing tour by glass-bottomed boats will depart from the quayside and head directly to the Marine National Park. Enjoy the experience of gazing upon a multitude of corals and wide variety of fishes, including parrot, angel and butterfly. Time will be allocated for viewing, hand feeding of fish and snorkelling in crystal clear waters of the marine park before landing on one of the island. BBQ lunch on an island is included in this tour.
	Overnight at hotel. 
	 
	After breakfast, check-out from the hotel, post which we will take you to Praslin via a short 40 minutes ferry ride.  Praslin is the more laid-back island with isolated beaches and turquoise blue water.
	You have the whole day at leisure to explore Praslin today. The beaches around the island are all dreamlike, picture postcards of white sand and shallow, turquoise seas, with famous names like Anse Lazio and Anse Geogette frequently making top ten lists of best beaches and most beautiful destinations worldwide. We would definitely recommend visiting either or both the beaches. 
	In the evening you could take a sunset cruise  to experience a unique and magical atmosphere with the sense of serenity this time of the day brings, when the dusk creeps in on the paradise islands of Seychelles! Sail across the coast for the difference in perspective the island presents by twilight or simply gaze over the horizon at the golden sunset and multitude of colors that lights the evening sky. Sip exotic cocktails and munch on local savories to the blending sounds of the subtle guitar, the light winds and gentle waves. 
	Overnight at hotel.
	
		
			
				After a leisurely breakfast we would recommend taking a full day tour of Praslin. 
				the isle of Praslin boasts one of UNESCO’s World Heritage sites, the renowned Vallée de Mai, believed to be the original ‘Garden of Eden’. As you stroll through this amazing forest, meet the World’s biggest nut, the inspiring Coco de Mer. Your tour will then take you to the exquisite Anse Lazio beach which over recent years has appeared on the list of top 10 beaches in the world and has graced the front page of several publications. Your visit to these two islands will not only be a dream come true, but a memorable experience for you will have been seduced!
				 Overnight at Hotel
	After breakfast, you have the rest of the day at leisure. We recommend taking our 3 island nature tour today or a tour to the surreal La Digue.
	In our 3 island nature tour, we visit  Cousin Island, one of the smaller granitic islands with it’s highest point been 58 meters above Sea level. In 1975,
	the island was given protection by the Government and became a Special Reserve for seabirds and land birds unique to Seychelles. There is an estimated million seabirds that nest/ breed each year. Continue by boat to Curieuse Island, where you will visit the old Doctor’s House which has been turned into a museum and the pen for rearing giant land tortoises. Later on we will stop for snorkeling off the boat near the St. Pierre Island which is a natural aquarium. Discover the multitudes of corals and fish and if you are lucky swim, with the turtles andthe eagle rays. There are no jetties, so be prepared for wet landing.
	 
	If you take a tour of La digue, be prepared to be amazed by the sheer beauty of this island. La Digue is the fourth largest island of the Seychelles group. Here, time stands still and the use of bicycles and ox-cart are quite prevalent. With a population of just over 2000 and a rich flora, La Digue is home to one of the rarest birds on earth - the Paradise Flycatcher. Known for preserving traditions, the island’s ‘trademark’ is the must-visit l’Union Estate, still sporting its traditional coconut oil mill, the old copra kiln and a fine colonial house set amongst vanilla and coconut plantations. 
	 
	As you stroll along, pet the gentle giant land tortoises before settling down on the picturesque Anse Source d’Argent, voted as one of the most beautiful beaches in the world. Set against exceptional rock formation, the place remains a source of inspiration for artists and will simply take away your breath. Relax and take memorable pictures of one of the few natural places in the world where you can hear your heart beating!
	Overnight stay at the hotel
	Wake up to a  beautiful morning. Today is your last day before you head out back to India via your evening flight. We recommend going hiking on your last day, to discover the untouched greenery. There are gorgeous trails which take you through the lush forests which open out to the clear white beaches. You will be blown away by this experience. 
	After exploring Praslin., check out from your hotel, and take your ferry back from the jetty to Mahe where the international airport is.  Travel back to India with exotic memories to last you a lifetime."," 4,792
                            "
colombo,Scintillating Sri Lanka,"22,900","
                            4 NIGHTS
                        ",,
sydney,Spectacular Australia,"89,990","
                            9 NIGHTS
                        ","
	
		
			
				
					
						
							• Arrive at Melbourne Tullamarine Airport, transfer (seat-in-coach basis) to the hotel and check-in for an overnight stay. 
							• Melbourne, the second largest city in Australia, experiences a mild oceanic climate. The unique ambience of this vibrant city is created by the combination of street art, rooftop bars, restaurants and cosmopolitan lifestyle. Often called the cultural capital of the country, Melbourne has loads of art galleries, museums, theatres, concert halls and public libraries.
							• Spend the day relaxing and taking in the breath-taking sights this colourful city has to offer and in the evening head out to experience unparalleled stunning views from either the Melbourne Star Observation Wheel (Optional), the Southern Hemisphere's only Giant Observation Wheel or from 88th floor of the Eureka Sky Deck (Optional).
							• End the day with a palatable dinner before you retire to your hotel. Overnight stay in hotel.
							(Please note, that these are only suggested activities and are not included in the package)
	• Rise to a beautiful day and Savour a hearty breakfast and embark on a half-day city tour of Melbourne.
	• Located in the south-eastern corner of mainland Australia, it is a vibrant city filled with restaurants, cool cafés, unbeatable art galleries and hip suburbs. Melbourne has been conferred with the title of the Most Liveable City in the World. It has various tourist attractions like Federation Square, Queen Victoria Market and Royal Botanic Gardens. 
	• After the city tour ends at the Federation Square you may choose to explore the city on your own, else head out for a unique modern dining experience in the iconic Colonial Tramcar for an early dinner (Optional) or else depart for Phillip Island. 
	• Phillip Island (Optional Tour), located approximately 140 km from Melbourne, is a tourist destination with more than 3 million people visiting it annually. Rich in wildlife, this island provides ample spots for whale and bird watching. It features some spectacular beaches that are famous for activities like surfing and swimming. While you are here, see koalas, kangaroos and penguins in their natural habitat.  
	(Please note, that these are only suggested activities and are not included in the package)
	• After Breakfast, get transferred to Melbourne Airport to catch your onward flight to Cairns. (Flight prices not included, available on request) 
	• On your arrival at Cairns Airport, you will be transferred to your hotel in Port Douglas. Port Douglas has a distinctive laid back atmosphere, and a low-rise tropical old world charm. The world famous 4 Mile Beach is right at your door and is a great place to see the sun rise. Explore the 'Reef And Rainforest Coast'.
	• Check-in into your room & rest of the day is at leisure for you to explore on your own. Overnight stay at the hotel.
	
		• Relish your breakfast. Today you can choose to proceed on a full day tour of Daintree, Cape Tribulation 4WD Bloomfield Track.
		• You'll be driven north along the Great Barrier Reef to head to the sugar industry town of Mossman. Lush farmland contrasts with views of the Coral Sea as you approach the ancient Daintree River. Relax and enjoy this unique and important mangrove eco-system as you learn of Estuarine Crocodiles, mangrove forests, endemic birdlife, and much more. This is nature at its best! Ascend the Alexandra Range and pause for a panoramic view of the World Heritage Tropical Rainforest merging with the Coral Sea and Great Barrier Reef. Experience the rainforest intimately on an elevated National Park Boardwalk. Search for the elusive, rare and totally unique Southern Cassowary, the dinosaur bird which has been a part of this environment for millions of years. Travel beyond Cape Tribulation along the 7kms of the 4WD Bloomfield Track to pristine Emmagen Creek and take time for a refreshing rainforest fresh water swim. Seek fish and turtles in the creek, butterflies and exotic birds in the trees and indulge in a taste testing of tropical fruit, a cup of traditional Billy Tea and damper. At Cape Tribulation Beach there is time to stroll along the beach and boardwalk to the photographers' platform overlooking the mountains and coast where the 'Rainforest meets the Reef' (no swimming at Cape Tribulation Beach due to dangerous hazards). Cross the Daintree River by cable ferry and begin your homeward journey somewhat wiser for your 'Total Rainforest Experience'.
		• Overnight stay at the hotel.
		(Please note, that these are only suggested activities and are not included in the package)
	
		
			• After a lovely breakfast at the hotel, commence on a Full Day Cruise to Outer Barrier Reef. (Optional) 
			• No Port Douglas vacation is complete without a day on the reef. Board your vessel at Marina Mirage Port Douglas to commence a full day cruise. Travel aboard Quicksilver's 45.5 metre high speed wavepiercing catamaran in air-conditioned comfort to a spacious reef activity platform moored in protective lagoons at the renowned Agincourt Reef, on the edge of the Great Barrier Reef. Explore the reef from the comfort of a semi-submersible, the underwater observatory or by snorkelling. A range of optional activities are available including up to two dives for certified divers, and novices can experience the magic of scuba with a qualified dive instructor or an Oceanwalker helmet dive. Also available are guided snorkelling tours with a marine biologist and scenic helicopter flights over the reef (all optional activities at own expense). Enjoy lunch on board. Cruise concludes at approximately 4.30pm, at Marina Mirage Port Douglas.
			• Overnight stay at the hotel.
			(Please note, that these are only suggested activities and are not included in the package)
	
		
			
				• Enjoy a delicious breakfast at the hotel, prepare for the next leg of your Australian tour.
				• Check-out of your hotel and proceed to Cairns airport to catch your onward flight to Sydney (Flight prices not included, available on request). Upon your arrival at the Sydney Airport, get transferred to your hotel and Check-in. Australia’s largest and most famous city, Sydney is home to beautiful beaches, iconic buildings, historic landmarks, award-winning restaurants, and a uniquely vibrant culture. From the breathtaking views of Sydney Harbour to the serene tranquillity of Hyde Park, Sydney has something for everyone. Whether you’re looking for a high-energy adventure holiday, or planning your honeymoon, or simply searching for a relaxing getaway,Sydney is a tourist’s dream. 
				• Join your coach to commence on an afternoon Bondi Beach and Sydney Sights Tour (departs approx 1400 hrs) which is a perfect option for those who have a tight schedule or those who don't wish to be on tour for a full day. This tour is a thorough introduction to Sydney and its neighbours. Travel to Manly Beach for a leisurely stroll along The Corso to see the beach that has made Manly famous. Tour through the historic Rocks area and take in views of the Opera House, Hyde Park, St Mary's Cathedral, Parliament House and the Art Gallery. Stop at Mrs Macquarie's Chair for magnificent views of the Opera House and Harbour Bridge. Visit The Gap to enjoy the stunning views then stop at the world famous Bondi Beach. Your Sydney tour will end near the King Street Wharf (concludes approx 1745 hrs).
				• Later in the evening proceed on own to King Street Wharf # 5, Darling Harbour by 1850-1900hrs to join Sydney ShowBoat Cruise (Optional) that culminates in a spectacular cabaret show by an all-Australian cast. Don’t miss out on the ‘Life is a Cabaret’ experience on board this glamorous paddlewheeler that offers a 3-course deluxe seated & served dinner, the best views of Sydney Harbour at night and a 1-hour live show that takes you on an unbelievable ‘Voyage of Love’ that traverses the globe!
				• Overnight stay at the hotel.
				(Please note, that these are only suggested activities and are not included in the package)
	• Following breakfast this morning it’s time to check out of the hotel and make your way to the Sydney Central Railway Station (on own) to take a train to Hunter Valley. (Be early – please note there is only one train per day so don’t miss it!)
	• Upon arrival at Singleton Railway Station get transferred to the hotel and check in. 
	• Hunter Valley is one of Australia’s oldest wine region and is surrounded by magnificent natural beauty. Get ready for a Hunter Wine Theatre experience in the evening. You will experience Hunter's wine heritage up on the big screen. Learn how the grapevines are maintained and see the annual grape harvest and the grape crusher in action. Witness an actual winemaking process and a 15 minute wine tutorial with the Cellarmaster.
	• Later, it's time to rest and relax, explore and enjoy the facilities in the Hunter Valley Resort, you can visit the Brewery, souvenir shops, bike riding, visit local wineries and cheese factory, segway, horse riding, enjoy a relaxing massage in Hunter Valley Heaven Massage Centre, take a carriage ride, play tennis, swimming, etc. 
	• Overnight stay at the hotel.
	(Please note, that some of these are only suggested activities and are not included in the package)
	• Enjoy a scrumptious breakfast at the hotel
	• Spend the day unwinding and relaxing. Head out for onsite vineyard inspection followed by wine tasting with resort’s cellar master. If time permits you may opt from the available onsite optional activities such as exploring the historic region famous for its world class wine on your very own Segway! Here you get a chance to encounter kangaroo's, awesome views of the Brokenback Ranges and even the odd wombat. Or else, go for horse riding or hire an electric bike and visit the many wineries in motorised style and enjoy the wind in your hair.
	• It's time to bid adieu and check-out of the hotel. (Approximately transfer time is around 12:00noon – 12:30pm – Please note there is only one train per day so don’t be late for your transfer!) Get transferred to the Singleton Railway Station to board your train and head back towards Sydney. Arrive at Sydney Central Station and make your way (on own) to the hotel.
	• Overnight stay at the hotel in Sydney.
	(Please note, that some of these are only suggested activities and are not included in the package)
	
		
			
				
					• After breakfast, set out to proceed on a full day tour to either Blue Mountains or Port Stephens (Optional).
					• The Blue Mountains is a part of the Greater Blue Mountains Area – a World Heritage Site. It features scenic waterfalls, deep gorges, lush eucalyptus forests, high rising cliffs and ancient caves. It is a biodiversity hotspot and an appropriate personification of the endemic flora and fauna of the country. You can see and admire the diverse wildlife in a nearby Wildlife Park. Also visit Scenic World (Optional cost), and enjoy adventurous rides that offer breathtaking views of Katoomba Falls, Three Sisters and Jamison Valley. 
					OR  
					• You may also opt to Visit picturesque coastal town of Port Stephens heading out over iconic Sydney Harbor Bridge with expert commentary from driver cum guide and travel through beautiful Hawkesbury ranges. Dolphin Watching at Port Stephens' quiet golden beaches is surrounded by crystal clear water and never ending blue skies. Stretching for 32 kilometres, this surreal landscape is barren of vegetation and has dunes that climb up to 40 metres high. You'll travel on a purpose built 4WD to Stockton Bite where you can sand-board at your own pace or experience the thrill of high speed down the enormous dunes. 
					• Later in the evening, return to Sydney and reach the hotel and get some rest.
					(Please note, that these are only suggested activities and are not included in the package)
	
		
			
				
					
						• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories. Check-out from the hotel and get transferred to the airport for your onward flight.
						Tour Ends."," 5,530
                            "
sydney,Australia Supersaver,"1,49,990","
                            6 NIGHTS
                        ","
	• Arrive at Melbourne Tullamarine Airport, transfer (seat-in-coach basis) to the hotel and check-in for an overnight stay. 
	• Melbourne, the second largest city in Australia, experiences a mild oceanic climate. The unique ambience of this vibrant city is created by the combination of street art, rooftop bars, restaurants and cosmopolitan lifestyle. Often called the cultural capital of the country, Melbourne has loads of art galleries, museums, theatres, concert halls and public libraries. 
	• Overnight stay at the hotel.
	 
	
		• Post breakfast; embark on a half-day city tour of Melbourne. 
		• Located in the south-eastern corner of mainland Australia, it is a vibrant city filled with restaurants, cool cafés, unbeatable art galleries and hip suburbs. Melbourne has been conferred with the title of the Most Liveable City in the World. It has various tourist attractions like Federation Square, Queen Victoria Market and Royal Botanic Gardens. 
		• After the city tour ends at the Federation Square, depart for Phillip Island. Phillip Island (Optional Tour), located approximately 140 km from Melbourne, is a tourist destination with more than 3 million people visiting it annually. Rich in wildlife, this island provides ample spots for whale and bird watching. It features some spectacular beaches that are famous for activities like surfing and swimming. While you are here, see koalas, kangaroos and penguins in their natural habitat. 
		• Later, travel back to Melbourne and reach the hotel for some rest.
		(Please note, that these are only suggested activities and are not included in the package)
		 
	
		• Have a delicious breakfast, and then go out for an excursion on the Great Ocean Road. 
		• Great Ocean Road is approximately 240 km long, stretching along the south-eastern coast of the country. Built by the soldiers as a memorial to the martyrs of World War I, this long road connects places like Lorne, Apollo Bay and Port Campbell. On the Great Ocean Road Adventure Tour, enjoy scenic views of the Pacific Ocean, and see attractions like Twelve Apostles and Loch Ard Gorge. 
		• After the long and wonderful journey, travel back to the hotel and rest.
		(Please note, that these are only suggested activities and are not included in the package)
		 
	• Arrive at Sydney Airport, transfer (sharing coach basis) to the hotel and check-in for an overnight stay. 
	• Sydney is the state capital of New South Wales that features the world’s largest natural harbours and iconic tourist destinations like Sydney Opera House and Harbour Bridge. 
	• Upon arrival in Sydney, transfer to the hotel on sharing coach basis. Check-in at the hotel, and enjoy a good night's sleep.
	 
	• Have a delicious breakfast and then go out for a sightseeing tour. A brief walking tour of the Historic Rocks area - the birthplace of Sydney. Stop at Mrs Macquarie's Chair great photo opportunity of the Harbour Bridge and the Opera House! See the famous Sydney Opera House, St. Mary's Cathedral, Royal Botanic Gardens, Parliament House, Sydney Tower and exciting Darling Harbour. Lively Kings Cross and the affluent homes in the Eastern Suburbs. A visit to famous Bondi Beach is also included.
	• Later, you can enjoy choice of any 3 attractions (Optional): Sea life Sydney Aquarium, Wildlife Sydney Zoo, Sydney Tower Eye, Manly Sea life Sanctuary or Madame Tussauds). Reach King Street Wharf near Darling Harbour on your own and exchange Combo 3 Pass voucher for admissions to Sea Life Aquarium, Wild Life Sydney, Madame Tussauds, and Sydney Tower Eye. Sea Life Aquarium displays more than 700 species, in around 14 different themed zones. This public aquarium provides an insight into the marine life of Australia. The animals on display here are sharks, octopus, dugong, penguins and platypus. Exchange your Combo Pass for admission in Sydney Tower Eye. Standing approximately 300-metre tall on Darling Harbour, it provides panoramic views of the surroundings from its viewing gallery. Indulge in a unique 4D experience here. It includes 3D video of underwater and aerial view of the city with in-theatre physeat in coachal effects, such as showers, winds and lightings. 
	• In the evening, reach King Street Wharf number 5 on your own to join Sydney Showboat cruise (Optional Tour). During this cruise experience, enjoy a show featuring ballet dance, and performances by magician and cabaret singer. Overnight stay at the hotel.
	(Please note, that these are only suggested activities and are not included in the package)
	• After breakfast, travel to the Blue Mountains (Optional) for exploring the regional flora and fauna of this place. The Blue Mountains is a part of the Greater Blue Mountains Area – a World Heritage Site. It features scenic waterfalls, deep gorges, lush eucalyptus forests, high rising cliffs and ancient caves. It is a biodiversity hotspot and an appropriate personification of the endemic flora and fauna of the country. You can see and admire the diverse wildlife in a nearby Wildlife Park. Also visit Scenic World, and enjoy adventurous rides that offer breathtaking views of Katoomba Falls, Three Sisters and Jamison Valley. During this tour, you will be served a delicious lunch. 
	• OR You may also opt to Visit picturesque coastal town of Port Stephens (Optional) heading out over iconic Sydney Harbor Bridge with expert commentary from driver cum guide and travel through beautiful Hawkesbury ranges. Dolphin Watching at Port Stephens' quiet golden beaches is surrounded by crystal clear water and never ending blue skies. Stretching for 32 kilometres, this surreal landscape is barren of vegetation and has dunes that climb up to 40 metres high. You'll travel on a purpose built 4WD to Stockton Bite where you can sand-board at your own pace or experience the thrill of high speed down the enormous dunes. 
	• OR Experience a full day with spectacular scenery in the beautiful Hunter Valley (Optional). With over 100 wineries set amongst picturesque landscape, the Hunter Valley region offers great food and amazing wines to excite your taste buds. Enjoy the company of our experienced guide while they show you the best the Hunter has to offer! Sample great Australian wines and port with cheese and crackers at the world renowned Drayton’s Family Wines. Feast on a wood fired pizza lunch over a glass of wine with your new friends. Taste some fine wines as we visit Savannah Estate. Why not buy a bottle to take home! Our small group allows us to visit boutique wineries for an intimate tasting experience. Spend the afternoon relaxing at the Hunter Valley village. Don’t miss the delights in the chocolate shop. Our fun filled day is done! Relax as we travel back to the city with a smile on our face. 
	• Later in the evening, return to Sydney and reach the hotel and sleep.
	(Please note, that these are only suggested activities and are not included in the package)
	Have a filling breakfast and then transfer to the airport on seat in coach basis for departure.
	 
	 "," 9,217
                            "
sydney,Fascinating Australia,"57,990","
                            8 NIGHTS
                        ","
	
		• Arrive at Melbourne Tullamarine Airport, transfer (seat-in-coach basis) to the hotel and check-in for an overnight stay.
	
		• Relish your breakfast. Today you can choose to proceed on a full day tour of Daintree, Cape Tribulation 4WD Bloomfield Track.
	
		• After a lovely breakfast at the hotel, commence on a Full Day Cruise to Outer Barrier Reef. (Optional)
	
		• Enjoy a delicious breakfast at the hotel, prepare for the next leg of your Australian tour.
	
		
			•  Begin your day with a delectable breakfast at your hotel before you head out to tour the beautiful city of Sydney.
	
		• After breakfast, set out to proceed on a full day tour to either Blue Mountains or Port Stephens or Hunter Valley (Optional).
	
		
			All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories"," 3,563
                            "
colombo,Srilankan Wonders - Premium,"31,299","
                            4 NIGHTS
                        ","
	Meet and assist on arrival at Airport by Aitken Spence Travels Representative. proceed from Airport to Colombo. The throbbing metropolis, Colombo - located in the West - is not only the country's commercial capital, but also the turbine that impels above 50% of the national GDP
	flanking Colombo's fancy urban development effort. Visit the Race Course, Colombo Port City, Pettah Market, Red Mosque. Floating Market, BMICH, Arcade, Independence Square, Dutch Hospital, Ganagarama temple, Navam Mawatha, Colombo City Center, Nelum Pokuna, Vihara Mahadevi Park. Overnight Stay at Hotel.
	Breakfast at Hotel.
	Transfer from Colombo to Nuwara Eliya Via Kitulgala. Misty steep roads, twisting through lush green blankets of tea bushes in a cool climate, remind visitors that they are within the range of the renowned British colonial retreat, Nuwara Eliya. Augmented by an English countryside atmosphere, the city of light - once governed by English & Scottish planters - is still studded with colonial bungalows, hedgerows & one of the finest 18- hole golf courses in the world. A hike through the green grass and red-brick walls should present
	breathtaking views of a buzzing countryside hamlet. Drive through green valleys of the hill country pierced by endless waterfalls & dotted by tea pluckers draped in bright-colored saris. Or rent a bike for a gentle ride along the banks splashed by the waters of Lake Gregory.Overnight Stay at Hotel.
	Breakfast at Hotel.
	Transfer from Nuwara Eliya to Tea Plantation Sri Lanka, Tea and Tourism are words which cannot be separated. Take a tour to the cold & misty hills that take  pride of an ultimate tea tour, covering lush green blankets of tea plantations. Or just step into a tea factory  rocessing the prestigious brand of Ceylon Tea, to observe a rich tradition kept alive up to date. As you observe the hissing and swishing of machines, inhaling the heavenly scent arising from these facilities, make sure to end your day in style over a perfectly blended cup of pure Ceylon Tea. Procced from Tea Plantation to Kandy. Last ruled by King Sri Wickrama Rajasinghe - before it was brought under the British rule in 1815, Kandy - the World Heritage Site & last royal capital of Sri Lankan kings - crafts an array of culture, history and heritage in the minds of visitors across the globe. Experience an ancient Kandyan legacy engraved around its crown jewel, the temple of the sacred tooth relic of Lord Buddha. A stroll across this small lakeside town - cradled among the misty hills - will feature the Kandy City Centre - bundled with latest and world class brands, bazaar, an arts & crafts centre, as well as a gem museum & lapidary.walk in color as you glide through fresh fruits and vegetables in the Kandy market. Fine tube your evening by stepping to the beat of traditional music & drumming amplified by a cultural show enhancing the rich and vibrant culture of the Wonder of Asia, Sri Lanka. Overnight Stay at Hotel.
	Breakfast at Hotel
	Procced from Colombo to Airport for departure in time for the flight."," 1,923
                            "
colombo,Sri Lanka Taj Special,"40,799","
                            4 NIGHTS
                        ","
	Meet and assist on arrival at Airport 
	Breakfast at Taj Bentota Resort & Spa.
	of wooden saloon doors and observe how European 
	Southern folks frequenting its streets bracing the air 
	River - a lifeline of Balapitiya - and head towards 
	the Wildlife Protection Society who studded the region with 
	Breakfast at Taj Bentota Resort & Spa Transfer from Bentota to Colombo Rest of the day at leisure 
	Breakfast at Taj Samudra. 
	development effort. Visit the Race Course, 
	Square, Dutch Hospital, Ganagarama temple,
	Breakfast at Taj Samudra "," 2,507
                            "
colombo,Majestic Sri Lanka - Standard,"22,999","
                            4 NIGHTS
                        ",," 1,413
                            "
colombo,Srilankan Wonders - Standard,"19,999","
                            4 NIGHTS
                        ","
	Meet and assist on arrival at Airport by Aitken Spence Travels Representative. proceed from Airport to Colombo. The throbbing metropolis, Colombo - located in the West - is not only the country's commercial capital, but also the turbine that impels above 50% of the national GDP
	flanking Colombo's fancy urban development effort. Visit the Race Course, Colombo Port City, Pettah Market, Red Mosque. Floating Market, BMICH, Arcade, Independence Square, Dutch Hospital, Ganagarama temple, Navam Mawatha, Colombo City Center, Nelum Pokuna, Vihara Mahadevi Park. Overnight Stay at Hotel.
	Breakfast at Hotel.
	Transfer from Colombo to Nuwara Eliya Via Kitulgala. Misty steep roads, twisting through lush green blankets of tea bushes in a cool climate, remind visitors that they are within the range of the renowned British colonial retreat, Nuwara Eliya. Augmented by an English countryside atmosphere, the city of light - once governed by English & Scottish planters - is still studded with colonial bungalows, hedgerows & one of the finest 18- hole golf courses in the world. A hike through the green grass and red-brick walls should present
	breathtaking views of a buzzing countryside hamlet. Drive through green valleys of the hill country pierced by endless waterfalls & dotted by tea pluckers draped in bright-colored saris. Or rent a bike for a gentle ride along the banks splashed by the waters of Lake Gregory.Overnight Stay at Hotel.
	Breakfast at Hotel.
	Transfer from Nuwara Eliya to Tea Plantation Sri Lanka, Tea and Tourism are words which cannot be separated. Take a tour to the cold & misty hills that take  pride of an ultimate tea tour, covering lush green blankets of tea plantations. Or just step into a tea factory  rocessing the prestigious brand of Ceylon Tea, to observe a rich tradition kept alive up to date. As you observe the hissing and swishing of machines, inhaling the heavenly scent arising from these facilities, make sure to end your day in style over a perfectly blended cup of pure Ceylon Tea. Procced from Tea Plantation to Kandy. Last ruled by King Sri Wickrama Rajasinghe - before it was brought under the British rule in 1815, Kandy - the World Heritage Site & last royal capital of Sri Lankan kings - crafts an array of culture, history and heritage in the minds of visitors across the globe. Experience an ancient Kandyan legacy engraved around its crown jewel, the temple of the sacred tooth relic of Lord Buddha. A stroll across this small lakeside town - cradled among the misty hills - will feature the Kandy City Centre - bundled with latest and world class brands, bazaar, an arts & crafts centre, as well as a gem museum & lapidary.walk in color as you glide through fresh fruits and vegetables in the Kandy market. Fine tube your evening by stepping to the beat of traditional music & drumming amplified by a cultural show enhancing the rich and vibrant culture of the Wonder of Asia, Sri Lanka. Overnight Stay at Hotel.
	Breakfast at Hotel
	Procced from Colombo to Airport for departure in time for the flight."," 1,229
                            "
colombo,A Short Break to Sri Lanka - Premium,"18,799","
                            3 NIGHTS
                        ","
	
		
			Meet and assist on arrival at Airport.  Transfer from Airport to Pinnawala. As you enter the 25 acre coconut property, do not be surprised to witness baby elephants being bottle fed or moving around freely causing absolutely no harm to anyone. It is rightly a sincere sight to
			observe how these gentle giants - orphaned and sometimes three-legged - are taken care of since 1975 at Pinnawala Elephant Orphanage. Up to date, over 20 calves have been born here, and it is surprising to hear that some of its inmates have even seen their grand children during the past few decades!
			 
			Proceed from Pinnawala to Kandy.
			 
			Last ruled by King Sri Wickrama Rajasinghe - before it was brought under the British rule in 1815, Kandy - the World Heritage Site & last royal capital of Sri Lankan kings - crafts an array of culture, history and heritage in the minds of visitors across the globe. Experience an ancient Kandyan legacy engraved around its crown jewel, the temple of the sacred tooth relic of Lord Buddha. A stroll across this small lakeside town - cradled among the misty hills - will feature the Kandy City Centre - bundled with latest and world class brands, bazaar, an arts & crafts centre, as well as a gem museum & lapidary.walk in color as you glide through fresh fruits and vegetables in the Kandy market. Fine tube your evening by stepping to the beat of traditional music & drumming amplified by a cultural show enhancing the rich and vibrant culture of the Wonder of Asia, Sri Lanka. Overnight stay at Hotel.
	
		Breakfast at Hotel 
	
		
			Breakfast at Hotel. 
			 
			The throbbing metropolis, Colombo - located in the West - is not only the country's commercial capital, but also the turbine that impels above 50% of the national GDP flanking Colombo's fancy urban development effort. Visit the Race Course, Colombo Port City, Pettah Market,
	
		Breakfast at Hotel. 
		"," 1,155
                            "
