place,package_name,price,time,about_trip,emi
muscat,Short Trip To Oman,"56,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	After breakfast proceed for half day city tour.
	On this tour, you will begin with a visit to the Grand Mosque, an erection of architectural magnificence and a religious landmark of serenity. A must visit for all tourists; the Mosque is open for viewing from 8-11 am, except on Fridays. Your next stop will be at scenic Muttrah, where you will stroll through lush stalls of fish and vegetables, laid out generously at the local market. You then proceed to the city’s exquisite Muttrah Souq, famous for its assortment of tiny shops that sell exclusive embellishments and miniature relics of Omani art, tradition and culture. A perfect blend of ancient and modern, this souq area gives you in right proportions, the sightings, fragrances and resonance of Oman. You then drive past the Corniche and the capital area, which will lead you to your next halt at the Sultan’s Palace, fringed by the Portuguese forts – Jalali and Mirani. The Bait Al Zubair Museum Visit is next on the list, waiting to give you a glimpse of Omani history and culture. Your tour ends here. 
	Please Note: Men and women are requested to kindly wear appropriate clothing that covers their arms and legs completely. Ladies will also need to conceal their head with a scarf.  
	Grand Mosque visiting hours is 8-11 am only. No visit on Friday possible.
	Return back to the hotel. Rest of the day at leisure. Overnight stay in Muscat.  
	After breakfast, proceed for a discover dive at Daymaniyat islands, one of Oman’s premier dive spots. Virtually everyone who comes here does so to dive, or at least snorkel (see Diving the Daymaniyats). There are nine low, rocky little islets here, strung out in a line from east to west and clustered in three quite widely separated groups, surrounded by coral reefs. 
	Enjoy a discover dive with an instructor. Picnic snack box, water will be provided. 
	By late noon return back to hotel. Overnight stay in Muscat. 
	
		
			
				After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back."," 3,502
                            "
maldives,Coco Palm Dhuni Kolhu with Sea Plane,"76,990","
                            3 NIGHTS
                        ","
	
		
			On your arrival in Maldives, you will be escorted to your resort via a 30 minutes seaplane journey- a stunning start to your holiday that gives you a bird’s eye view of the azure lagoons and curling atolls.  Once at this resort, check-in (check-in time is 1400 hours) to your Beach Villa, featuring a king-size bed with a romantic net canopy and a private garden bathroom. A short sand pathway shaded by trees leads from the villa to the beach where your personal beach hut and sun loungers await your sojourn in the sun. Put your feet up and enjoy the sensational view of the ocean. Overnight at the resort
			 
		 
	 
	
		
			
				You have the whole day to explore this beautiful island. There is a vast range of activities you can indulge in at an additional cost, from a romantic sunset cruise with champagne and canapes, or go for an early morning cruise to spot Dolphins performing their acrobatics. You can choose to plan a coral in the coral nurseries of this eco-resort while contributing to the beautiful legacy of Maldives. If you wish to go for Scuba Diving, this resort is one of the best you can choose from. White Tip and Gray Reef sharks, Hawksbill turtles, Dog Tooth Tuna, Napoleon fish, schools of Blue Stripe snappers, Bat fish and Fusilier fish, Barracuda and Eagle and Manta rays have all been spotted at Maldivian Dive Sites just 15 minutes off the island. Overnight at the resort after a well-spent day.
				 
		 
	
		
			
				Today, have a hearty breakfast and explore water sports activities offered by the resort, at an additional cost. From Jetski, Waterski, Speedboat driving experience, snorkeling power ride, wake and knee boarding, parasailing, wind-surfing, kayaking, catamaran sailing, the options are endless to explore the ocean. You can choose to have a private island escape for the day or get pampered in the Spa. Or simply choose to soak in the beauty of this magnificent island. The choice is yours! Overnight stay at the hotel
				 
			 
		 
	
		
			Today marks the end of your wonderful vacation. Check-out , take your Seaplane transfer and return to the airport for your flight back to India.
			 "," 4,731
                            "
muscat,Muscat Special,"39,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	
		After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
		 
		Option 01 GREEN MOUNTAIN TOUR – 4 WD tour Full day tour
		The tour begins at Nizwa, exploring its fort and traditional market. The journey continues to Wadi al
		Madeen, from where a 36-km drive through a scenic mountain road brings visitors to Al Jabal Al Akhdar
		(2000 metres above sea level), the green mountain of Hajjar mountain ranges, truly a unique attraction in
		the Arabian Peninsula. Al Jabal Al Akhdar is famed for its temperate cool climate and tropical fruit
		orchards. The villages overlook a spectacular landscape of awesome peaks, gorges and wadis. Picnic
		lunch is served on this tour.
		 
		Option 02 OMAN’S GRAND CANYON – 4 WD tour Full day tour
		Morning start. The drive then continues through graded tracks, stopping at Wadi Ghul, a fascinating
		village surrounded by lofty mountain ranges. The panoramic mountain drive brings visitors to Jabal
		Shams (Mountain of the Sun), the second highest peak in the Arab Gulf region, rising to over 2000
		metres. The picturesque setting offers incredible views of the rugged landscape. A visit to the mountain
		village of Misfah offers a rewarding study of ancient architecture sen in stone houses. Enjoy picnic
		lunch enroute before returning to Muscat.
		 
	""After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
	 
	Option 01 DAY IN THE DESERT -4 WD tour Full day tour
	Drive south towards the 8000 square kilometre expanse of sand to experience the magic of a true desert
	at Wahiba sands- almost a sea of constantly shifting sands. A drive through the awe inspiring sand
	dunes is a must. Enjoy some 4x4 dune-bashing, and ride camels. Later, visit a local Bedouin family in
	their home to get a close up view of their lifestyle and share coffee & dates with the genuine Bedouins. A
	short drive away from the desert is Wadi Bani Khalid... A lush valley. Enjoy a refreshing swim in its
	coolwaters before enjoying a picnic lunch and driving back to Muscat.
	•Note: bring plenty of sunscreen, good shoes, towels and swim wear.
	 
	Option 02 COASTAL DELIGHTS – 4 WD tour Full day Tour
	This tour takes you through one of the most amazing scenic spots in the country. One can visit Quriyat, a
	small coastal fishing village, and proceed on an off road trip via Wadi Al Arbeen to Wadi Tiwi and Fins
	Beach. The drive on the graded track leads to Wadi Shab, one of Oman's spectacular wadis, which flows
	with fresh water most of the year alongside banana plantations and rocky paths. Enjoy a picnic lunch in
	Wadi Shaab before returning back to Muscat with some amazing photographs of the varied landscape of
	Oman.""
	 
	
		After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back.
		 "," 2,457
                            "
niagara falls,US Rockies and National parks - USA,"1,51,990","
                            7 NIGHTS
                        ","
	
		
			Welcome to Jackson, Wyoming!!
			 
			Discover the Old West, here in Jackson. Jackson is surrounded by the Teton and Gros Ventre mountain ranges also known as The US Rockies. The Teton Range  is commonly associated with Jackson Hole and is a popular sightseeing attraction for many visitors.
			Proceed to baggage claim at the airport where you will be met by a representative at and transferred to hotel for check in. Freshen up and explore the streets of Jackson  hole on own. Later on you will be will be transferred for local dinner. After dinner transfer to hotel for overnight stay.
	After breakfast this morning, we will proceed to Yellowstone National Park (Lower loop). This is a full day tour and we begin early.
	Yellowstone National park is often nicknamed the “Serengeti of North America”, filled with an abundance wildlife. Have your cameras ready for some amazing shots of this beautiful scenery. Our  day will begin by passing through Grand Teton
	National Park, taking time to stop and observe wildlife along the way. We will continue to Yellowstone National Park, making stops at Old Faithful geyser, Yellowstone Lake, the Lower Falls of the Grand Canyon of Yellowstone, as well as several other geyser basins. Yellowstone National Park’s rich history, geology, wildfires and wildlife will be discussed in detail throughout the tour.
	 
	We will proceed to dinner, after this tour. Later, transfer to the hotel for overnight stay at Jackson.
	 
	
		Grand Teton National Park is 484-square miles rich in extraordinary wildlife, pristine lakes, hiking trails, a multi- use pathway system, the Snake River, and, serenity. The Majestic Teton Range runs the length of the 89-year-old park.
		The Teton Mountain Range was formed when multiple
		 
		earthquakes along the Teton fault line pushed the peaks upward, in what is known as a “fault block.” Huge glaciers then sculpted the range into the jaw-dropping, rugged rock spines you will see today.
		 
		We will visit Jackson Lake Lodge for a photo stop and also pass by Elk ranch flats turn out, Snake river lookout and Glacier view turnout. After tour we will proceed to a covered Wagon Cooked out, for dinner and show.
		 
		At this Wagon Cookout you will see the true meaning of western hospitality. Traveling by horse drawn covered wagons you are swept away from the Town of Jackson into beautiful Cache Creek Canyon. The aroma of a Dutch oven dinner will tantalize your taste buds as
		you arrive on camp. Sit back and enjoy the band sing cowboy songs and play guitars and fiddles.
		After dinner transfer to the hotel for overnight stay at Jackson. 
		 
	After breakfast, check out of hotel.
	 
	Today we will drive to Salt Like City, Utah. (approximately 5 hour drive). Our journey will continue alongside some of Wyoming’s most beautiful mountain ranges into Utah,
	Arrival in Salt Lake City. Enjoy a city sightseeing tour of the capital city of Utah and its historic monuments.
	 
	Photo stops will include the Mormon Tabernacle, Capitol Hill, Brigham street historic district, Governor’s Mansion, Cathedral of the Madeleine and others. We will then proceed to the Great Salt Lake. Discover the mysteries of this one-of-a-kind inland sea. The high mineral and salt content in this lake makes it uninhabitable for all but a few minor forms of life but give it medicinal properties.
	 
	Proceed for Indian dinner and after dinner transfer to hotel for check in. Overnight in Salt Lake City. 
	 
	
		After breakfast, we check out of the hotel and proceed  to Moab, Utah toward Arches National Park
		Arches National Park is a wonderland of red rocks and blue sky. The red rock landscape at Arches might feel timeless, dream-like, or even other-worldly. People have documented over 2,000 natural stone arches within park boundaries. You can see arches, towers, pinnacles, and
		balanced rocks from the paved park roads.
		 
		We will start at Balance Rock, proceed to Delicate Arch Trail, Broken & Sand Dune Arch Trail, Fiery Furnace view point, Drive through the Windows & Double Arch Trail for the photo stop Garden of Eden. We will end the tour at La Sal Mountain view point .
		After tour, proceed for dinner and later check into hotel. 
		 
	
		""After breakfast we will proceed to Page, in Arizona. (approximately 5 hrs drive)
		We will visit Antelope Canyon, Antelope Canyon is one of the most photographed canyons of the American Southwest. It was formed by erosion of the local Navajo sandstone.
		 
		Here you will discover a breathtaking beautiful landscape full of pinnacles of stone and colors. The upper Antelope Canyon is the most frequently visited by tourists for two reasons. First, its entrance and entire length are at ground level, requiring no climbing. Second, beams or shafts of direct sunlight radiating down from openings at the top of the canyon are much more common in Upper than in Lower.
		Transfer to restaurant for dinner. Check into Hotel, Overnight in Page (B, D)""
		 
	After breakfast we will begin our journey towards Las Vegas, to visit Zion National Park.
	Zion National Park in Southwestern Utah is another- worldly region, almost mystical. The landscape here is one of the most unique in the world, carved out largely by millions of years of erosion courtesy of the now sporadically flowing Virgin River. Zion sits at substantial elevation, with the lowest point in the canyon resting at 3,666ft. The highest point in the
	park is found at Horse Ranch Mountain, which sits at 8,726ft.
	 
	Zion National Park gets its unique red, orange, pink, white and black rock colors from a variety of minerals. However, it’s the dominant presence of iron that gives the sandstone in the region its signature red and pink
	hue.
	 
	The region is said to have been settled as far back as 8,000 years ago by nomadic native tribes, and more recently by the Paiute Indians. Many of the trails and park areas are named after Paiute words and phrases. There is also an abundance of wildlife and a diverse array of plant species in the area. If you visit,
	keep your eyes to the sky for eagles, hawks, owls and dozens of species of bats. On the ground, look for deer grazing along the scenic roads and trails, gray foxes, and at higher elevation, big horn sheep.
	 
	Transfer to restaurant for dinner. Check into Hotel, Overnight in Las Vegas
	 
	After breakfast, check out & board the flight to next destination or home.
	 "," 9,339
                            "
new zealand,Best of New Zealand and Australia,"2,36,990","
                            17 NIGHTS
                        ","
	• Rise to a beautiful day and Savour a hearty breakfast.
	
		• Enjoy a delicious breakfast at your hotel."," 14,562
                            "
mauritius,Awesome Mauritius - Honeymooner's Delight,"62,000","
                            4 NIGHTS
                        ",,
krakow,Discover Croatia & Slovenia with Hvar,"1,42,990","
                            10 NIGHTS
                        ","
	
		Welcome to Slovenia!
		On arrival at Ljubljana Airport, you will be met and transferred to your hotel.
		Slovenia's capital and largest city is one of Europe's greenest and most liveable capitals. In the evening, spend time at one of the numerous cafes and restaurants along the Ljubljanica river; it almost feels like an all night street party.
		This evening, enjoy a guided walking tour of Ljubljana with Funicular ride.
		The walking tour starts from the square in front of the Town Hall. On this tour walk through all major attraction of the city and its historical centre. Later take the funicular to reach the Ljubljana castle and enjoy magnificent views of the city. (Castle entrance is not included).
		Overnight stay in LJUBLJANA
	
		Discover the Best of Slovenia on a Day Tour.
		Start your tour with a visit to Lake Bled, the charming Alpine resort. Sit back and take in the fantastic views of Lake Bled and the tiny, tear-shaped Bled Island as you sail in the traditional Pletna boat to the island. Explore the little island and enjoy the stunning views of the surrounding area.
		Next, visit the Bled Castle, the oldest castle in Slovenia. On a visit here, enjoy the spectacular view over the lake from the terrace and tour the museum.
		Continue your journey to the Postojna Cave, one of the best-known caves in the world. Starting with a unique and adventurous ride with a special train, it is one of the most diverse cave systems in the world, with 21 km of passages, galleries and magnificent halls, The temperature in Postojna cave is a constant 9º C, so you need to bring some warm clothes and comfortable shoes.
		End the tour with a visit to The Predjama Castle, perched high up in a vertical cliff. It is an interesting and romantic sight throughout the year: in the spring and summer its surroundings are abundant with blossoms and flowers, in the autumn it is clad in the colours of surrounding forests and is at its best in the winter when the surrounding area is covered in snow.
		Overnight stay in LJUBLJANA
	
		Today, continue your journey to Zagreb.
		Zagreb, the capital of Croatia, is known for its historical museums and cultural events. It has many fine sights, plenty of restaurants, cafes and bars and lots of entertainment.
		Explore the main spots on your guided walking tour of Zagreb with a scenic funicular ride.
		Feel the pulse of the city and embrace all the charm Zagreb has to offer. Get acquainted with the past and the present that will show you the hidden gems of the Croatian capital. Discover Lower and Upper Town and experience the true stories that shaped Zagreb into the city it is today.
		Later, you have opportunity to add in an optional activity like the Zagreb Eye Observation Deck.
		Overnight stay in ZAGREB
	
		This morning travel to Zadar, enroute visit Plitvice National Park.
		Plitvice National Park is renowned for its dramatic waterfalls, glittering lakes, and lush forested cliffs. The ticket offers you full access to the park???s hiking trails and boardwalks, a ride on the park???s panoramic train, shuttle buses between the Upper and Lower Lakes, and an electric boat cruise around Kozjak Lake.
		Later continue your journey to Zadar, a city of exceptional history and rich cultural heritage
		Overnight stay in ZADAR
	
		This morning, enjoy a guided walking tour of Zadar
		During the walk you will see the Old City, stop by the Church of St. Donat that lies on the ancient Roman forum built from the 1st century BC to the 3rd century AD, Cathedral of St. Anastasia, Sea Gate, Land Gate, City Walls and the Square of Five Wells also included is free tasting of Maraschino liqueur and Pag cheese for you.
		At the end of the tour you can take your time listening to the unique sound of the Sea organ an enjoy a view of the beautiful sunset.
		This evening, we recommend you experience the most beautiful sunset in the world on an optional Romantic Sunset Cruise.
		Overnight stay in ZADAR
	
		Today, continue your journey to Split, it is also known as a city of various events which makes it one of the most interesting and attractive cities to visit.
		(NOTE: Private tours include a brief orientation tour, enroute, of Trogir, a beautiful UNESCO protected world heritage town.)
		Later this evening, enjoy a guided walking tour of Split.
		Discover the 1700-year-old Diocletian Palace in the modern city of Split. Unveil the hidden secrets and gain insight into this ancient city???s colorful past. Admire the famous landmarks such as the Catholic Cathedral of Saint Domnius, the Peristil, the Golden Gate and the statue of Gregory of Nin — a medieval Croatian bishop. Later, see the 24-hour ""sun"" clock at the City Square and Riva promenade,
		If you are a Game of Thrones fan, we recommend you take an optional Game of Thrones Tour and visit the locations where some of the most memorable scenes of this epic series were shot.
		Overnight stay in SPLIT
	
		This morning you will be transferred to the pier to board the ferry to Hvar Island.
		The island of Hvar is the queen of the Croatian Dalmatian islands. Thanks to the mild climate, the warm winters and pleasant summers Hvar receives many travellers who are attracted to the dense Mediterranean nature, rich tradition and architecture, and its attractive nightlife.
		The day is free to explore the island and enjoy many activities your resort has to offer.
		Overnight stay in HVAR ISLAND
	
		Today, set off to explore the Blue and Green Caves (weather permitting)
		This unique day on the sea starts with the majestic Green and Blue caves and includes Vis and the Pakleni islands!
		First, visit the Green Cave where you will get a chance to swim and enjoy the emerald light show! Next, discover a picturesque hidden inlet called Stiniva, where too you can swim or just relax and sunbathe. Later, set off to experience the world-renowned Blue Cave, whose ethereal silvery blue color is created by the sun as it bathes the inside of the cave through an opening in the roof and is reflected by the sandy surface below.
		Continue to the legendary island of Vis and end the tour at the Paklinski Islands where you have time free for lunch (own arrangements) and enjoy the beach bar.
		Overnight stay in HVAR ISLAND
	
		In the morning, proceed to the Hvar ferry terminal on your own to board ferry to Dubrovnik.
		On arrival at Dubrovnik Port, you will be transferred to the hotel.
		The city of Dubrovnik lies on the edge of the Adriatic Sea. It has been rightly nick named as the „The Pearl of the Adriatic??? and has captivated kings and artists with its immaculate medieval architecture.
		Later explore Dubrovnik on a guided walking tour and enjoy a Cable Car ride.
		Explore around the Old Town discovering Dubrovnik???s past and present. Get mesmerised by architectural treasures, artistic intensity and its cultural opulence. Take the Dubrovnik Cable Car and enjoy breath taking views of the Old City and the Adriatic Sea from the top of the Srd Hill.
		Overnight stay in DUBROVNIK
	
		Choose any one of the 3 tours. Day Trip to Bosnia & Herzegovina OR Montenegro OR Elaphiti Islands.
		(NOTE: Guest travelling only on SIC will do the Dubrovnik Walking tour a day prior and, on this day, they will choose from any one of the below mentioned 3 options. Guests travelling on Private Tours will do the Dubrovnik Walking Tour and Cable Car on this day).
		Spend a day exploring Bosnia and Herzegovina, visit the UNESCO-listed city of Mostar, a city with a rich history. See the Ottoman–era mosques and bathhouses; explore the cobbled stone streets and one of the wonders of the modern world, the spectacular Mostar Bridge.
		OR Discover the beauty of Montenegro, exploring the coastal towns of Kotor and Budva. Cross the valleys of Dubrovacka and Konavle and discover the magnificent bay of Kotor. (NOTE: You need to be in possession of a multiple entry Schengen visa to visit Montenegro)
		OR Set out to explore the sunny Elaphiti Islands, see the three most beautiful islands – Kolocep, Lopud and Sipan and enjoy a day swimming in crystal clear sea.
		Overnight stay in DUBROVNIK
	
		Your trip concludes with a departure transfer to Dubrovnik Airport. Thank you for visiting Croatia! We hope you have enjoyed your vacation and wish you a safe journey back home.
		END OF SERVICES"," 8,786
                            "
kandy,Scintillating Sri Lanka,"22,900","
                            4 NIGHTS
                        ",,
thimphu,Bhutan By Road,"19,999","
                            5 NIGHTS
                        ",,
stuttgart,Germany - Alpine Road Special (Land Only),"1,12,990","
                            8 NIGHTS
                        ","
	
		
			
				
	 
	
	 
	 
	 "," 6,943
                            "
scotland,Charming Scotland (Land Only),"1,06,990","
                            8 NIGHTS
                        ","
	
		
	 
	
		
	 
	 
	 
	 
	 
	 "," 6,574
                            "
reykjavik,Discover Iceland,"49,990","
                            4 NIGHTS
                        ","
	Welcome to Iceland - the land of Fire and Ice. Arrival in Iceland and transfer on your own to your hotel (transfer can be pre-booked in advance). Take a stroll in the center of this small town, which is also the capital located to the north of the world. You can ask at the reception of your hotel for a wakeup call show of the Northern Light. Overnight in the Klettur Hotel or similar.
	Breakfast in the hotel. Enjoy the Golden Circle Excursion. The Golden Circle tour allows you to visit some of Iceland‘s most stunning sights, Geysir geothermal area, the waterfall Gullfoss, and the UNESCO site Þingvellir National Park as well as to learn about growing vegetables in a country which doesn’t get much daylight for most of the year. Geysir geothermal area is in South Iceland, near Laugarvatn Lake. The area is named after the biggest, and now mostly dormant, geyser Geysir and all geysers in the world owe their name to it. The biggest attraction today is the active Strokkur, which shoots up a column of water up to 30 metres (98 ft.) into the air every few minutes. Gullfoss is one of the most famous waterfalls in Iceland and rightly so. The three-step waterfall is a part of the glacial river Hvita and falls into a 62-metre (105 ft.) deep canyon. For the first half of the 20th century, there were ideas about using the waterfall to generate electricity, but thankfully nothing came of it. The UNESCO site Þingvellir National Park is geologically and historically significant. Apart from being the location of the oldest parliament in the world, Alþingi, it is also a place where you can see the Mid-Atlantic ridge above ground. The Eurasian and North -American tectonic plates pull the country apart by a couple of centimeters per year.
	
		
			
				Breakfast in the hotel. Enjoy the South Shore Excursion. South Iceland is special for that it is one of the flattest regions on the island. Because of that, most of all grain farming in Iceland is done there. The high mountains to the north, shield the area from the harshest winds from the north. Among the stops on this tour are at the gorgeous Seljalandsfoss and Skogafoss waterfalls. Seljalandsfoss is part of the Seljandsa river, which has its origins in Eyjafjallajokull glacier. What makes Seljalandsfoss so famous and interesting is that you can walk behind it. We recommend you bring either a raincoat or a waterproof coat along if you want to walk behind it. 
				Overnight in the Klettur Hotel or similar.
	
		Breakfast in the hotel. Day at leisure to explore Reykjavik at your own pace. Evening option : Northern Lights Cruise - Sailing out from Reykjavík in search for the Aurora Borealis is a unique experience, not to be missed! It only takes us 10-15 minutes to sail into the dark, away from the city lights, to a perfect location for viewing the northern lights and the magical starry sky. Enjoy the peace and quiet out in the bay of Faxafloi. Overnight in the Klettur Hotel or similar.
		
		 
	
		
			
				
					Breakfast in the hotel. It's time to say thank you Iceland! Transfer on your own to the Reykjavik/Keflavik airport for your flight back home (transfer can be pre-booked in advance). End of our services. See you again soon in Scandinavia, Iceland & The Baltics."," 3,072
                            "
interlaken,Tops of Europe & Titlis,"71,990","
                            4 NIGHTS
                        ","
	
		
			
				
					
						Arrival in Interlaken by train 2nd class from the Swiss border or any Swiss airport. Overnight in Interlaken.
	Excursion from Interlaken up to the Jungfraujoch - Top of Europe. From Interlaken Ost the train takes you via Grindelwald or Wengen to the Kleine Scheidegg, at the foot of the famous Eiger North Wall. The Jungfrau Railway takes you up to the Jungfraujoch - at 3454 m/11’333 ft the highest railway station in Europe. 
	 
	
		
			
				Rail journey over the Brunig Pass to Lucerne. Overnight in Lucerne.
	
		
			
				Excursion to Mount Titlis - at 3020 M/10’000 Ft. From Lucerne the train takes you to the mountain monastery village Engelberg where you board agondola which takes you up to the Trubsee. You continue your trip by another gondola to stand and finally the first revolving Titlis Rotair cable car takes you up to Mount Titlis. For a spectacular, close-upinsight into a glacier, visit the glacier cave and ride the Ice Flyer chair lift. And get your thrills on the 
				 
	
		
			
				
					Return to Swiss border or airport or continue your stay in Switzerland at your own request. "," 4,424
                            "
hanoi,Fascinating Vietnam & Cambodia,"42,990","
                            4 NIGHTS
                        ","
	
		
			Welcome to Hanoi – Vietnam!
			On arrival at Noi Bai airport, our local tour guide and driver will pick us up and transfer to the centre of Hanoi then check-in at hotel. This afternoon, we visit Temple of Literature, Vietnam’s first university. Constructed in 1070, the gardens and well-preserved architecture offer a relaxing glimpse into Vietnam’s past. We then visit Hoan Kiem Lake, Ngoc Son Temple then take a cyclo tour around the Old Quarter of Hanoi.  Overnight in Hanoi.
			Please note: Standard check in time is 14:00. Early check in is subject to availability of the hotel
			Night activities suggestion: enjoy local beer at Ta Hien Streets, experience the ambience of sleepless street with life music, the young people of Hanoi and also foreign tourists. Hundred of bars and pubs in the Old Quarter are also at your disposal. Or just simple spend your time at shopping malls or various boutique Shops.
	
		
			Have breakfast at hotel and check out hotel. This morning, we visit to the Ho Chi Minh Complex, inclusive of Ba Dinh Square, Ho Chi Minh’s Mausoleum (closed on Mondays, Fridays and all the afternoons), as well as his private residence from 1954 until 1969. The wooden ethnic minority style house, which was built on stilts, is surrounded by lovely peaceful gardens. In the same complex you will see the One Pillar Pagoda, founded by King Ly Thai To in 1049. This structure has become an important symbol for the people of Hanoi. Continue to visit Tran Quoc Pagoda, locates on a small peninsula on the East side of West Lake, this is the most ancient pagoda in Hanoi with its history line of more than 1,500 years. Later, we take a few walk to visit Hanoi Flag Tower and Thang Long Citadel, an intriguing relic of Vietnam’s history and, signifying its historical and cultural importance, was made a UNESCO World Heritage Site in 2010. Many artifacts and items dating back to between the 6th and 20th centuries were excavated in 2004, including foundations of old palaces, ancient roads, ponds and wells. This afternoon, we transfer to the airport for flight to Siem Reap. Upon arrival in Siem Reap, pick up by our local tour guide from the airport and transfer to check in hotel. At leisure for the rest of the day. Overnight in Siem Reap.
			 
	
		
			Have breakfast at hotel. Check out. Free until time transfer to airport for our departure flight. 
			Please note: Hotel Check-out time is around 12.00. Late check out is not included."," 2,642
                            "
switzerland,Tops Of Switzerland,"63,990","
                            4 NIGHTS
                        ","
	
		Arrival in Interlaken by train 2nd class from the Swiss border or any Swiss airport. Overnight in Interlaken
		 
	
		Excursion from Interlaken up to the Jungfraujoch – Top of Europe. From Interlaken Ost the train takes you via Grindelwald or Wengen to the Kleine Scheidegg, at the foot of the famous Eiger North Wall. The Jungfrau Railway takes you up to the Jungfraujoch – at 3454 m/11’333 ft the highest railway station in Europe. 
		 
		 
	
		Rail journey over the Brünig Pass to Lucerne. Overnight in Lucerne
		 
	
		Lake Lucerne cruise from Lucerne to Alpnachstad, then up to the Pilatus Kulm 2132 m/7000 ft by the steepest cogwheel railway in the world (from app. mid April/May to November, during winter you take the bus from Lucerne to Kriens and further with a panoramic gondola from Kriens to Pilatus. Time at leisure. Overnight in Lucerne. 
		 
	
		
			Return to Swiss border or airport or continue your stay in Switzerland at your own request. 
			 "," 3,932
                            "
antalya,Beautiful Turkey Tour,"69,900","
                            8 NIGHTS
                        ",," 4,295
                            "
switzerland,Mini Europe,"56,990","
                            6 NIGHTS
                        ","
	 
	Dinner in Paris
	 
	Entrance to Eiffel Tower 2nd Level
	Seine river cruise in Paris
	Half day Paris guided city tour
	Indian Dinner Paris
	 
	Transfer to Holland via Brussels
	Brussels Grand Place, Manneken Pis & Atomium photo-stop
	Indian Dinner Holland
	 
	 
	Transfer to Frankfurt via Cologne
	Cologne Cathedral photo-stop
	Indian Dinner Frankfurt
	 
	Transfer to Zurich or nearby via Titisee
	Cuckoo Clock Demonstration in Black Forest and photo-stop at lake titisee
	Witness the mighty Rhine Falls
	Zurich city orientation tour
	Indian Dinner
	 
	Excursion to Mt. Titlis
	See Chapel Bridge & the Lion Monument in Lucerne
	Indian Dinner
	 "," 3,502
                            "
united kingdom,European Fiesta (Land Only),"83,990","
                            6 NIGHTS
                        ","
	
		
			
				"," 5,161
                            "
