place,package_name,price,time,about_trip,emi
lonavala,Lonavala Self Drive - Ex Mumbai,"8,999","
                            2 NIGHTS
                        ","
	
	After breakfast, proceed for an excursion to the Lonavala Lake, Karla Caves and also visit India’s largest adventure park. Stay overnight at the hotel in Lonavala.
	"," 553
                            "
lonavala,Lonavala Self Drive - Ex Pune,"8,999","
                            2 NIGHTS
                        ","
	
		Upon arrival in Pune, you will be met Yatra Representative. After doing necessary formalities (should not take more than 5-10 minutes), our representative will hand over the vehicle to you at the airport or nearby pick up location and brief you about the important aspects of Self Drive cars. 
		(Transportation to be arranged by yourself to the nearest pick up location.) Upon receiving your Self Drive vehicle,drive straight from Pune to Lonavala and transferred to your hotel. Enjoy the afternoon at leisure and in the evening, go to the Sunset Point in Khandala.
		 
		Stay O
		 
	After breakfast, proceed for an excursion to the Lonavala Lake, Karla Caves and also visit India’s largest adventure park. Stay overnight at the hotel in Lonavala.
	
	After breakfast, check-out of the hotel and transfer to the Pune airport/railway station. Your tour concludes here."," 553
                            "
matheran,Short Trip to Matheran Ex Pune - Weekend Getaway,"14,999","
                            2 NIGHTS
                        ","
	
		
			
				Upon arrival in Pune embark on a road journey to Matheran, a picturesque hill station in the district of Raigad in Maharashtra. Located at an elevation of more than 800 metres above sea level, this place served as a summer retreat for the British before India's independence. A unique feature of this hill station is that all vehicles are banned here to keep its environment completely pollution-free.
				 
				On reaching Matheran, walk or take a horse ride to the top of this hill town. Thereafter, head to the hotel and check-in. In the afternoon, spend the time at leisure and in the evening, stroll around the hotel and behold the beauty of this place.
				 
				Enjoy an overnight stay at the hotel.
			 
		 
	
		
			After breakfast, go on a sightseeing trip to the 12 popular viewpoints of this scenic place, including Louisa Point, Echo Point, Alexander Point and Rambagh Point on a horse.
			 
			During the trip, you may opt to indulge in activities, such as trekking and valley crossing. Thereafter, retreat to the hotel and stay overnight. 
			 
		 
	
		
			Soon after breakfast, check-out from the hotel to return to Pune for your onward journey.
			 
		 "," 922
                            "
thanjavur,Ethnic Tamil Nadu - Deluxe,"29,399","
                            8 NIGHTS
                        ",," 1,807
                            "
kasauli,Short Trip to Kasauli - Weekend Getaway (Ex Delhi),"10,026","
                            2 NIGHTS
                        ","
	Today we will drive from Delhi to Kasauli. A small cantonment town, Kasauli lies in the Solan district of Himachal Pradesh and is thronged by tourists looking for pristine beauty and calm. The hill station gets its name from the flower, Kasool. Upon arrival in Kasauli, check-in to your hotel and enjoy the remainder day at leisure. Spend the night at the hotel.
	In the morning, pack your bags as you return home with bags full of memories."," 616
                            "
thanjavur,Mesmerizing South Tour - Standard,"19,449","
                            6 NIGHTS
                        ",," 1,195
                            "
kasauli,Kasauli Self Drive - Ex Delhi,"8,999","
                            2 NIGHTS
                        ","
	
	After Breakfast check out from your Hotel and drive towards Delhi. Upon your arrival in Delhi, handover the car and complete the necessary checks/formalities."," 553
                            "
kasauli,Serene Shimla & Kasauli - Ex Chandigarh (Weekend Special),"12,999","
                            3 NIGHTS
                        ",," 799
                            "
kasauli,Short Trip to Kasauli - Weekend Getaway,"7,800","
                            2 NIGHTS
                        ","
	Today we will drive from Chandigarh to Kasauli. A small cantonment town, Kasauli lies in the Solan district of Himachal Pradesh and is thronged by tourists looking for pristine beauty and calm. The hill station gets its name from the flower, Kasool.
	Upon arrival in Kasauli, check-in to your hotel and enjoy the remainder day at leisure. Spend the night at the hotel.
	 
	After breakfast gear up for a day long sightseeing tour of Kasauli.
	Start with the Monkey Point that provides a truly panoramic view of the place. You can truly soak in the beauty that surrounds you. The top of the hill is in the shape of a foot, and legend has it that Lord Hanuman’s foot touched the top of the hill while he was carrying Sanjeevni Booti for Laxman.
	Next, visit Sunset Point and see the sun set in all its glory leaving behind a trail of colors in the sky that you can relish for long. Lover’s Lane, a few meters from sunset point allows people to enjoy the picturesque views at leisure. Finally end up at the Mall Road to enjoy the bustling activity and also enjoy some roadside food at the many eateries.
	Later return to the hotel for an overnight stay.
	 
	In the morning, pack your bags as you return home with bags full of memories.
	 "," 479
                            "
kausani,Uttarakhand: Serene Lakes to Himalayan Views,"13,799","
                            4 NIGHTS
                        ",," 848
                            "
tamil nadu,"Blissful Ooty, Coonoor And Kotagiri","11,000","
                            3 NIGHTS
                        ",,
tamil nadu,Pondicherry with Aurobindo Ashram - Ex Bangalore,"15,217","
                            2 NIGHTS
                        ","
	Upon arrival at Bangalore airport or railway station, meet a Yatra representative and embark on a road journey to Pondicherry. 
	 
	After driving for approximately 7 hours, reach Pondicherry.
	 
	Pondicherry draws tourists with its colonial-times architecture and picturesque beaches. The city has an interesting culture, widely influenced by French, British, Dutch and Portuguese, who settled here during the medieval times. 
	 
	On reaching Pondicherry, transfer to the hotel and check-in.
	 
	You can spend the rest of the day at leisure. 
	 
	Head out to explore the numerous attractions in the city. Take the opportunity to visit the famous Gandhi Statue, a four-metre high sculpture, encircled by eight tall, dark granite pillars.
	 
	You may also visit Joan of Arc statue, Bharathi Park, Sacred Heart Church, and the French War Memorial to pay homage to the martyrs of World War I.
	 
	Later, retire to your hotel room and enjoy a good night's sleep.  
	 
	In the morning, head to Sri Aurobindo Ashram. Founded by a disciple of Sri Aurobindo – a philosopher, poet and freedom fighter, the ashram is an oasis of peace and spirituality amidst the hustle-bustle of the modern world. Here, you get an insight into the spiritual discipline followed by devotees.  
	 
	In the afternoon, you can visit the famous Auroville – a peaceful abode where people of all creeds and nationalities live in harmony. It is recognised for its researches on sustainable living, and meeting the future environmental and spiritual needs. At the centre of Auroville, is Matrimandir - a golden metallic sphere, which is equipped with a solar plant and is located in a vast open green area.
	 
	You also have the option to explore the pristine beaches of Pondicherry. 
	 
	After relaxing on its shores, retreat to the hotel and rest.  
	 
	Check-out from the hotel and drive back to Bangalore for your onward journey. 
	 "," 935
                            "
varanasi,Amazing Varanasi,"3,825","
                            1 NIGHT
                        ",,
ganpatipule,Short Trip to Ganpatipule - Weekend Getaway (Ex Mumbai),"15,999","
                            2 NIGHTS
                        ","
	
	"," 983
                            "
tamil nadu,Beautiful South Mysore and Coorg,"16,999","
                            3 NIGHTS
                        ","
	Greet and meet on arrival and later proceed Mysore, arrival at Mysore, Check into hotel, refresh and later proceed to sightseeing of Mysore include, Chamundeeswri Temple, Brindavan Garden,  Sri Ranga Patna. Thippu’s Summer Palace, Mysore Maharaja Palace, Mysore Zoo, Golden temple, Ranganathittu Bird Sanctuary return to hotel. Overnight at Mysore
	 
	After breakfast check out hotel proceed to Coorg arrival at Coorg, check in hotel, refresh and proceed to visit Abbey Falls & Harangi Dam, Overnight at Coorg
	 
	After breakfast proceed to the full day sightseeing of coorg including by paying a visit to the holy Omkareshwar temple located at Talacauvery, later drive to abbey falls Popular waterfall in the midst of coffee plantations, with a hanging bridge for observation, and later drive to the Raja seat Sunset watching is popular at this park with valley views, a train & musical fountain shows and return to the hotel and overnight at Hotel
	 
	
		After breakfast check out hotel and we transfer you to Bangalore airport/railway Station for your return journey to back home – end of the services
		 
	 "," 1,045
                            "
ganpatipule,Ganpatipule Self Drive - Ex Mumbai,"8,999","
                            2 NIGHTS
                        ","
	
	"," 553
                            "
thiruvananthapuram,Short Trip to Kovalam - Weekend Getaway (Ex Trivandrum),"7,999","
                            2 NIGHTS
                        ","
	
	Soon after breakfast, enjoy the whole day doing leisure activities. You can behold the mesmerising view of the sunset at these picturesque beaches. In addition, you can also indulge in water sports like surfing, parasailing, browsing, catamaran drive, water snowboarding, diving and windsurfing. Besides that you may enjoy spa treatments and massages for which Kovalam is quite famous.
	"," 492
                            "
rishikesh,Short Trip to Rishikesh - Weekend Getaway (Ex Delhi),"9,270","
                            2 NIGHTS
                        ","
	
	Rishikesh - One of the holiest cities in India. Rishikesh is not just known for its religious connection, but also for its stunning landscape. Surrounded by the Shivalik Range on three sides, with holy river Ganga river flowing through it, Rishikesh is truly an ethereal experience. Visit the Lakshman Jhula, a suspended bridge across the Ganga. Legend has it that Lakshman crossed a bridge made of jute ropes here. The view from the bridge is panoramic mountains, the river, the temples and the ashrams. Later, visit Muni-Ki-Reti literally, the sands of the sages. The sandy banks of the Ganga have been used by the sages for meditation for years, thus giving the area its name. 
	After breakfast, drive back to Delhi. "," 570
                            "
thiruvananthapuram,Coastal Tamil Nadu & Kerala--Deluxe,"29,350","
                            9 NIGHTS
                        ",," 1,803
                            "
alibag,Short Trip to Alibaug - Weekend Getaway (Ex Mumbai),"14,999","
                            2 NIGHTS
                        ","
	
	"," 922
                            "
alibag,Short Trip to Alibaug Ex Pune - Weekend Getaway,"15,000","
                            2 NIGHTS
                        ","
	
		
			
				
					On arrival in Mumbai, drive to the coastal town of Alibag, located in the district of Raigad in Maharashtra. This place dates back to the 17th century, when it was developed by Chhatrapati Shivaji's naval chief, Sarkhel Kanhoji Aangre. Since decades, tourism has been the mainstay of the town's economy as there a number of attractions in this region.  
					 
					Upon arriving in Alibag, proceed towards the hotel and rest. Later, visit the Alibag beach to spend some time enjoying the cool breeze and watching the sea waves. You may opt to walk towards the Alibag Fort (also known as Kolaba Fort), which lies on a rock island. This imposing structure was built by Chhatrapati Shivaji and its construction was completed in 1680. It served as the main base for the naval army of the Marathas. Though, now in ruins, it still has the charm from the bygone era. 
					 
					Later after visiting the fort, return to the hotel for a comfortable overnight stay.
					 
			 
		 
	
		
			
				
					After breakfast, embark on a journey towards the beautiful Kashid Beach, about 30 km away from Alibag. Located on the Arabian Sea, this 3 km-long beach is an ideal place to spend some peaceful time. Those interested in water sports can enjoy surfing in the waters at this place.
					 
					Later, come back to the hotel in the evening for a comfortable overnight stay.
					 
	
		
			
				
					Soon after breakfast, check-out from the hotel and drive towards Pune, from where you will travel to your onward destination.
					 
			 
		 "," 922
                            "
haridwar,Short Trip to Ranikhet - Weekend Getaway (Ex Delhi),"10,215","
                            2 NIGHTS
                        ","
	
		
			Upon arrival in Delhi head straight to Haridwar. Arrive Haridwar and check into your pre-booked hotel.
			 
			Visit Har-Ki-Pauri, the sacred ghat was constructed by King Vikramaditya in the memory of his brother Bhartrihari. The golden reflection of floral diyas in the river Ganges is the most enchanting sight in the twilight during the Ganga Aarti ceremony at the ghat. Drive past the other bathing Ghats at the Ganga river, where pilgrims come to take a dip… It is believed that all your sins get washed away if you take dip in Ganga river at Haridwar. Thereafter, visit the Mansadevi Temple. This temple atop the Bilwa Parvat offers a panoramic view of Haridwar, the Ganges, and the countryside.
			 
		
			Overnight in Haridwar/Rishiskesh.
			 
	
		
			After breakfast, drive to Rishikesh.
			One of the holiest cities in India, Rishikesh is not just known for its religious connection, but also for its stunning landscape. Surrounded by the Shivalik Range on three sides, with holy river Ganga river flowing through it, Rishikesh is truly an ethereal experience. Visit the Lakshman Jhula, a suspended bridge across the Ganga. Legend has it that Lakshman crossed a bridge made of jute ropes here. The view from the bridge is panoramic… mountains, the river, the temples and the ashrams. Later, visit Muni-ki-Reti…literally, the sands of the sages. The sandy banks of the Ganga have been used by the sages for meditation for years, thus giving the area its name.
			 
			Return to hotel for overnight stay.
			 
		 
	
		
			After breakfast, drive back to Delhi. 
			 "," 628
                            "
haridwar,Weekend Getaway Haridwar,"5,190","
                            1 NIGHT
                        ","
	
		
			
				Travel from Delhi to Haridwar, and reach your destination in around 5.5 hours. Upon arrival in the city, check-in at the hotel and spend some relaxed moments. 
				 
				Also famed as Mayapuri, Kapilasthana and Gangadwar, Haridwar still follows the unique style of traditional education and is a hub for the learning of science and arts. Its lush surroundings and the mesmerising crystal-clear waters of river Ganga make this place a popular holiday and pilgrimage destination in India. Famous for herbal remedies, Ayurvedic medicines and a serene atmosphere, this religious spot offers peace to the body, mind, and soul. A dip in the waters of river Ganga is said to relieve sins and help in attaining salvation.
				 
				In the evening, attend the enchanting aarti at the Ganga ghat. With hundreds of people gathered around, this ceremony involves the worship of the river, personified as a goddess, with floral offerings and earthen lamps. During the evening, the ghats gleam in golden hues due to fire lamps, and exhibit an enthralling scene to tourists. You can either sit by the ghat and observe other pilgrims performing the rituals or chat with locals and listen to mythological stories. If hymns and the divine music please you, then you can also chant with pilgrims and priests.  
				 
				Post this spiritual experience, return to the hotel for an overnight stay.
	
		Check-out from the hotel and drive back to Delhi in a happy mood. "," 319
                            "
ranikhet,Highlights of Kumaon,"14,400","
                            3 NIGHTS
                        ","
	
		
			
				
					On arrival in Delhi, transfer you to the point from where you board a vehicle to drive to the charming hill station of Nainital.
					 
					This hill station lies at an altitude of approximately 2084 m above sea level at the foot of the Kumaon Hills, which are part of the outer Himalayas. It is among the top tourist spots in the country owing to its pleasant climate, lush mountains and serene lakes.  Naini Lake, Mall Road, Tiffin Top,  Snow-View point, Eco Caves and Hanuman Garhi Temple are some of the must-visit attractions of this place.
					 
					Upon reaching the hotel in Nainital, check-in and spend the rest of the day at leisure. Overnight stay.
					 
	
		
			
				
					Today, go on a half-day local sightseeing tour to visit Eco Cave Garden, Naina Devi Temple and Nainital Zoo.
					 
					A popular attraction, Eco Cave Garden features hanging gardens and artificial rocky caves, such as Bat Cave, Monkey Cave, Tiger Cave and Flying Fox Cave. These caves prove to be an adventurous exploration for kids.
					 
					One of the major Shakti Peeths is the Naina Devi Temple, which is dedicated to Goddess Naina Devi. Situated on the bank of Naini Lake, it has a picturesque setting.
					 
					Nainital Zoo, spread over an area of 11 acres and at a height of more than 2000 metres, it is home to leopard cat, snow leopard, Himalayan bear, Tibetan wolf, red junglefowl, Lady Amherst pheasant and golden pheasant.
					 
					After visiting these attractions, proceed to enjoy a ropeway ride (on direct payment basis) from Mallital to Snow View Point and witness scenic views of the hill station Thereafter, walk through the popular Mall Road to shop for clothes, handicrafts, perfumed candles and souvenirs.
					 
					Later, enjoy a pleasant boat ride (on direct payment basis) on the beautiful Naini Lake. Come back to the hotel in the evening for dinner (at your own cost) and overnight stay.
	
		
			
				Today, check-out from the hotel and drive to the scenic hill station of Ranikhet.
				 
				Situated at an elevation of more than 1800 m above sea level in the western Himalayan range, Ranikhet is a cantonment town. It is surrounded by pine trees and offers a panoramic view of the snow-covered Himalayas. It is increasing becoming a tourist destination as travellers come here to explore its natural beauty and visit attractions like Mankameshwar Temple, Binsar Mahadev, Jhula Devi Temple, Golf course and Chaubatia Gardens. 
				 
				On arrival at the hotel in Ranikhet, check-in and spend the rest of the day at leisure by exploring its popular attractions. Later, come back to the hotel for dinner (at your own cost) and overnight stay.
	
		Check-out from the hotel and proceed towards Delhi, from where you will continue your onward journey. "," 885
                            "
ranikhet,Majestic Ranikhet and Nainital,"11,999","
                            3 NIGHTS
                        ",," 737
                            "
ranikhet,Beauty Of Kumaon,"21,249","
                            6 NIGHTS
                        ",," 1,306
                            "
somnath,Spritual Quest - Dwarka & Somnath,"12,500","
                            3 NIGHTS
                        ",,
bandipur,A Trip to Bandipur - Standard,"27,944","
                            4 NIGHTS
                        ",," 1,717
                            "
bandipur,A Trip to Bandipur - Deluxe,"27,944","
                            4 NIGHTS
                        ",," 1,717
                            "
bandipur,Blissful Ooty & Bandipur-Deluxe,"23,049","
                            6 NIGHTS
                        ",," 1,416
                            "
bandipur,Wildlife Safari in Scenic Bandipur - 3 Days Tour,"20,685","
                            2 NIGHTS
                        ","
	Upon arrival at Kempegowda International Airport or Bangalore railway station, meet a Yatra representative and proceed to Bandipur. 
	 
	Established in the year 1974, Bandipur National Park is located in the Chamarajanagar district of Karnataka. Once the private hunting ground for the Maharajas of Mysore, this expansive 875 sq km protected territory is home to diverse species of flora and fauna. The park is marked by rivers, hills and the Nilgiris at its backdrop.
	 
	On reaching your destination, transfer to the resort and complete the check-in formalities. Spend the rest of the day at leisure or as a better option, step out and soak in the lush surroundings.
	 
	Later, return to the resort and enjoy a good night's sleep. 
	
		In the morning, hop on to a jeep for a jungle safari in Bandipur National Park.
		 
		The safari will give you the chance to explore the biodiversity of the park as well as its beautiful landscape. You may come across wild animals traversing the park or lazing in their habitat. Leopards, spotted deer, sloth bears, pythons, striped hyenas and the Royal Bengal tigers are some rare animals that can be spotted in the park. 
		 
		
		 
		After the jungle safari ends, you can rest in your room or visit Sri Biligiriranganathaswamy and Himavad Gopalaswamy Temple.
		 
		Thenceforth, retreat to the resort for a comfortable sleep. 
	In the morning, check-out from the resort and proceed to Bangalore for your onward journey. "," 1,271
                            "
tiruchirappalli,Temple Wonders of Tamil Nadu - Standard,"34,899","
                            9 NIGHTS
                        ","
	After breakfast check out from the hotel and proceed to Pondicherry, which is a former French colony. The town still retains a French influence in its architecture, surroundings and planning. On arrival, check-in to your hotel and enjoy a comfortable overnight stay.
	 
	After breakfast, visit the Aurobindo Ashram founded by a Bengali philosopher, Aurobindo, in the early 20th century. In the afternoon, you will have the option to visit Auroville or relax on the beach. Enjoy a comfortable overnight stay at the hotel.
	 
	
	 
	
	
	
	"," 2,144
                            "
andhra pradesh,Peaceful Puducherry & Tirupati Darshan - Standard,"15,499","
                            5 NIGHTS
                        ","
	
		In morning, get ready for an invigorating day.
		 
		Head towards Aurobindo Ashram, known for specialising in Internal Yoga and spiritual realisation. Here, you can learn more about the life of its founders, Sri Aurobindo and The Mother, his chief disciple. Established in 1926, this place has a mesmerising aura, which lures peace lovers. You can visit the library and art gallery to get more information about the Ashram and its founders, and learn ways of maintaining a healthy lifestyle. 
		 
		Later in the afternoon, you may visit Auroville township, known for its innovative outlook that promotes universal living and believes in the motto, ‘Unity in diversity’. People from any part of the world can live here in peace and practise their culture independently. Don’t miss the intriguing Matrimandir, at its centre which is renowned for its innovative architectural design.
		 
		If you want to relax, you may visit the beautiful sand beaches and also enjoy the resplendent sunset over the sparkling waters.
		 
		Later, return to the hotel for a sound sleep in your room."," 952
                            "
andhra pradesh,Glimpse of South India - Standard,"12,799","
                            4 NIGHTS
                        ",," 786
                            "
andhra pradesh,2 Nights Tirupati By Own Car,"3,999","
                            2 NIGHTS
                        ","
	Upon arrival in Chennai drive traight to Tirupati. Arrive Tirupati and check into your pre-booked hotel. Visit Vellore temple - Also known as Sripuram Mahalaxmi temple, is a religious centre located among the small green mountains in an area called TiruMalaikodi. This temple is made from pure gold & best Hindu architecture. 
	Early morning visit Tirumala or Tirupati Temple. Visit Srivari Padam, Silathoranam the natural stone arch, Papavinasam, Akash Ganga Theertham, Sri Venugopala Swamy Temple. 
	After breakfast, drive back to Chennai."," 246
                            "
tiruchirappalli,Temple Wonders of Tamil Nadu - Deluxe,"34,899","
                            9 NIGHTS
                        ","
	After breakfast check out from the hotel and proceed to Pondicherry, which is a former French colony. The town still retains a French influence in its architecture, surroundings and planning. On arrival, check-in to your hotel and enjoy a comfortable overnight stay.
	 
	After breakfast, visit the 
	 
	
	 
	
	
	
	"," 2,144
                            "
tiruchirappalli,Beautiful Tamil Nadu Deluxe,"19,100","
                            7 NIGHTS
                        ",," 1,174
                            "
bandipur,Sojourn in Ooty & Bandipur - Standard,"25,299","
                            5 NIGHTS
                        ",," 1,555
                            "
tiruchirappalli,Beautiful Tamil Nadu Standard,"19,100","
                            7 NIGHTS
                        ",," 1,174
                            "
andhra pradesh,4 Nights Temple Tour by Own Car,"8,999","
                            4 NIGHTS
                        ","
	Upon arrival in Chenna head straight to Tirupati. Arrive Tirupati and check into your pre-booked hotel. 
	 
	Visit Tirumala- Venkateswara Temple is situated in the hill town of Tirumala at Tirupati in Chittoor district of Andhra Pradesh, India. The Temple is dedicated to Lord Sri Venkateswara, an incarnation of Vishnu, who is believed to have appeared here to save mankind from trials and troubles of Kali Yuga. Hence the place has also got the name Kaliyuga Vaikuntham and Lord here is referred to as Kaliyuga Prathyaksha Daivam. The temple is also known by other names like Tirumala Temple, Tirupati Temple, Tirupati Balaji Temple. 
	 
	Return to hotel for overnight stay.
	After breakfast, drive to Mahabalipuram.
	 
	Upon arrival, check in at your pre booked hotel. 
	Today, enjoy a half-day tour of Mahabalipuram. Mahabalipuram lies on the Coromandel Coast, and was a well-established seaport between the 7th and 10th centuries. Visit the Panch Rathas or Five Ratha temples…. of the nine monolithic rock-cut temples found in Mahabalipuram, the most important are these, dedicated to the five Pandava brothers from the epic Mahabharata. The Dharmaraja Ratha is named after the eldest Pandava, and is the largest one in the line up. It is dedicated to Lord Shiva. Visit Arjuna’s Penance, the massive rock cut bas relief sculpture. It measures 27 meters in length and 9 meters in height, and depicts the story of Arjuna. Later, visit the Shore Temple … a five-storied structure made out of finely cut granite, and one of the earliest and most important structural temples. UNESCO has listed it among the world heritage sites.
	 
	Return to hotel for overnight stay.
	After breakfast, drive to Pondicherry.
	 
	The city is referred to by names such as 'India's Little France' and 'The French Riviera of the East'. This territory was under French rule for around 280 years. It still retains its French flavor, seen in the colonial mansions, beautiful boulevards, promenades, and street names on signboards. 
	 
	Upon arrival, check in at your pre booked hotel. 
	 
	Rest of the day is at leisure. 
	 
	Overnight stay at hotel.
	After breakfast, visit the Shri Aurobindo Ashram. This world-renowned ashram was founded in the year 1926, by Shri Aurobindo, a revolutionary turned Yogi from Bengal along with The Mother (Mira Alfassa), a French painter and sculptor. The ashram attracts people from all over the world. Later, visit the Government Museum… this multipurpose museum houses sculptures from Pallava, Chola and Vijaynagara temples. The terracotta figures, amphorae, burial urns, glass beads have been excavated from the surrounding historic environment. 
	 
	Thereafter, drive past the beach promenade. 
	 
	Return to Pondicherry hotel for overnight stay.
	"," 553
                            "
bandipur,Blissful Ooty & Bandipur - Standard,"23,049","
                            6 NIGHTS
                        ",," 1,416
                            "
alibag,Alibaug Self Drive - Ex Mumbai,"8,999","
                            2 NIGHTS
                        ","
	
	"," 553
                            "
bandipur,Essence of Karnataka - Monsoon Special,"27,349","
                            7 NIGHTS
                        ",," 1,681
                            "
alibag,Alibaug Self Drive - Ex Pune,"8,999","
                            2 NIGHTS
                        ","
	
		
			
				
					
						Upon arrival in Pune, you will be met Yatra Representative. After doing necessary formalities (should not take more than 5-10 minutes), our representative will hand over the vehicle to you at the airport or nearby pick up location and brief you about the important aspects of Self Drive cars. 
						(Transportation to be arranged by yourself to the nearest pick up location.) Upon receiving your Self Drive vehicle,drive straight from Pune to Alibaug. Arrive Alibaug, located in the district of Raigad in Maharashtra. This place dates back to the 17th century, when it was developed by Chhatrapati Shivaji's naval chief, Sarkhel Kanhoji Aangre. Since decades, tourism has been the mainstay of the town's economy as there a number of attractions in this region.  ""
						 
						Upon arriving in Alibag, proceed towards the hotel and rest. Later, visit the Alibag beach to spend some time enjoying the cool breeze and watching the sea waves. You may opt to walk towards the Alibag Fort (also known as Kolaba Fort), which lies on a rock island. This imposing structure was built by Chhatrapati Shivaji and its construction was completed in 1680. It served as the main base for the naval army of the Marathas. Though, now in ruins, it still has the charm from the bygone era. 
						 
						Later after visiting the fort, return to the hotel for a comfortable overnight stay.
						 
			 
		 
	
		
			
				
					
						After breakfast, embark on a journey towards the beautiful Kashid Beach, about 30 km away from Alibag. Located on the Arabian Sea, this 3 km-long beach is an ideal place to spend some peaceful time. Those interested in water sports can enjoy surfing in the waters at this place.
						 
						Later, come back to the hotel in the evening for a comfortable overnight stay.
						 
	
		
			
				
					Soon after breakfast, check-out from the hotel and drive towards Mumbai. Upon your arrival in Mumbai, handover the car and complete the necessary checks/formalities.
					 
				 
			 
		 "," 553
                            "
bandipur,A Trip to Mysore and Bandipur,"15,999","
                            4 NIGHTS
                        ",," 983
                            "
rishikesh,2 Nights Haridwar By Own Car,"5,999","
                            2 NIGHTS
                        ","
	Upon arrival in Delhi head straight to Haridwar. Arrive Haridwar and check into your pre-booked hotel.
	
	After breakfast, drive to Rishikesh. One of the holiest cities in India, Rishikesh is not just known for its religious connection, but also for its stunning landscape. Surrounded by the Shivalik Range on three sides, with holy river Ganga river flowing through it, Rishikesh is truly an ethereal experience. Visit the Lakshman Jhula, a suspended bridge across the Ganga. Legend has it that Lakshman crossed a bridge made of jute ropes here. The view from the bridge is panoramic mountains, the river, the temples and the ashrams. Later, visit Muni-ki-Reti literally, the sands of the sages. The sandy banks of the Ganga have been used by the sages for meditation for years, thus giving the area its name. 
	After breakfast, drive back to Delhi."," 369
                            "
ranthambore,Golden Triangle With Ranthambore Tour,"14,000","
                            4 NIGHTS
                        ",,
ranthambore,Wildlife Rajasthan Tour Package 4night/5days,"17,500","
                            4 NIGHTS
                        ",,
ranthambore,Short Trip to Ranthambore - Weekend Getaway (Ex Delhi),"10,058","
                            2 NIGHTS
                        ","
	
		
			On arrival in Delhi  meet our representative who will assist you while taking a transfer to the Ranthambore. Arrive and check in at hotel. visit Soorwal Lake, Fort & Mansarovar Lake for watching different type of Birds. Rajiv Gandhi Wildlife Museum & Sawai Madhopur Old City after back to Hotel. Overnight at Hotel.
			 
		
			 
	
		
			
				Earlly morning Enjoy Jungle Safari (Own Direct payment), After Safari Enjoy your breakfast @ Hotel. Rest of the day is at leisure. Overnight at hotel
		 
	
		
			
				Today After breakfast checkout from your hotel and leave for Delhi for your onwards journey
				 "," 618
                            "
ranthambore,Ranthambore Self Drive - Ex Delhi,"8,999","
                            1 NIGHT
                        ","
	
		
			
				Upon arrival in Delhi you will be met Yatra Representative. After doing necessary formalities (should not take more than 5-10 minutes), our representative will hand over the vehicle to you at the airport or nearby pick up location and brief you about the important aspects of Self Drive cars. 
				(Transportation to be arranged by yourself to the nearest pick up location.) Upon receiving your Self Drive vehicle,drive straight from Delhi to Ranthambore. Arrive and check in at hotel. visit Soorwal Lake, Fort & Mansarovar Lake for watching different type of Birds. Rajiv Gandhi Wildlife Museum & Sawai Madhopur Old City after back to Hotel. Overnight at Hotel.
			 
		
			 
	
		
			Earlly morning Enjoy Jungle Safari (Own Direct payment), After Safari Enjoy your breakfast @ Hotel. Rest of the day is at leisure. Overnight at hotel.
			 
			 
			 
			 
			 
			 
			 
		 "," 553
                            "
tamil nadu,"Allure Of Mysore, Ooty & Kodaikanal","19,500","
                            5 NIGHTS
                        ",,
tamil nadu,Serene South - Mahabalipuram & Pondicherry,"14,699","
                            4 NIGHTS
                        ","
	After breakfast Proceed to the full day sightseeing of Pondicherry including Manakkula Vinayakar Temple-  Vibrant Hindu temple known for its elephant blessings, ornately carved stone walls & golden chariot, Botanical Garden- Botanical garden built by French colonists on 22 acres with themed plots, an aquarium & train rides, Pondicherry Museum, Pondicherry Beach, Nehru Street and later you'll find more boutiques. A must-visit store here is La Boutique d'Auroville. Its wide glass doors welcome you in to browse shelves brimming, spend time on Shopping and later drive back to Hotel and rest relax and Overnight at Hotel.
	Optional activities which may be interesting at Pondicherry
	Sunbathe on a sun-kissed day @ Serenity Beach
	Try the numerous Water Activities @ Paradise Beach and Karaikal Beach Scuba Diving 
	 "," 903
                            "
tamil nadu,The Best Of Coorg & Ooty,"16,500","
                            4 NIGHTS
                        ",,
tamil nadu,Awesome South from Bangalore,"15,999","
                            3 NIGHTS
                        ","
	
		Greet and meet on arrival at Bangalore airport and proceed to Mysore, arrival at Mysore, Check into hotel, refresh and later proceed to sightseeing of Mysore include, Chamundeeswri Temple, Brindavan Garden, Sri Ranga Patna. Thippu’s Summer Palace, Mysore Maharaja Palace, Mysore Zoo, Golden Temple, Ranganathittu Bird Sanctuary & return back to hotel. Overnight at Mysore.
	
		
			After breakfast check out hotel and drive to Ooty, later arrival at ooty, Check in hotel and refresh and rest of the day free for leisure and Overnight at Ooty.
			 
		
	
		After breakfast proceed to visit full day sightseeing of includes, Dolphin Nose, Botanical Garden, Doddapeta peak, Sim’s Park Garden, Ooty Lake Boat House, Local market and later drive back to hotel. Overnight at Ooty.
		 
	
		After having the breakfast check out from hotel and return back to Bangalore. On arrival get direct transfer to Bangalore airport/railway station for your return journey to back home - end of the services.
		 "," 983
                            "
tamil nadu,Southern Temple Tour,"10,999","
                            3 NIGHTS
                        ",,
