place,package_name,price,time,about_trip,emi
stockholm,Ancient Greece,"45,990","
                            4 NIGHTS
                        ","
	
		
			WELCOME TO GREECE!  On arrival in Athens, you will be met and transferred by our local representative to your hotel.  Check into your hotel by 1500hrs. The rest of the day is free at leisure. Tonight enjoy Athens by Night tour (Operational only on Tue/Wed/Thu/Sat). Enjoy a illuminated orientation city tour of Athens, next visit to the Plaka area, conclude the tour with dinner in a typical Greek Tavern with bouzouki music and Greek Folk Dances. Overnight stay in Athens. 
			 
		 
	
		
			
				
					
						
							Buffet breakfast at the hotel.  This morning enjoy Athens City Tour. Visit Panathinaiko Stadium which was the cradle of the first Olympic Games in 1896. Pass by the Prime’s Ministers residence, Ex Royal Palace, Zappion (Conference and Exhibition Hall), National Garden, Hadrian’s Arc, St. Paul’s Church, Parliament, Tomb of the Unknown soldier, Schlieman’s House (Numismatic Museum), Catholic Cathedral, University, National Library, Old Parliament, Constitution Square, Russian Orthodox Church and then visit the Acropolis, the crowning beauty and glory of Ancient Athens, with its many monuments atop its rocky base, conclude the tour with the visit to the new ACROPOLIS museum. Overnight stay in Athens. 
							 
				 
	
		
			
				Buffet breakfast at the hotel. Visit two of Greece’s UNESCO-listed attractions on this 2-day seat-in-coach tour from Athens to Delphi and Meteora. Travel to Argolis and get the feeling of travelling back in time, from the Bronze Age to the Classical Period and the modern history of Greece. Visit the Castalia Spring, where both Pythia and pilgrims used to wash in order to purify themselves, Visit Temple of Apollo, archeological Museum of Delphi. Discover the mysteries of the greatest oracle of Ancient Greece, Delphi once considered the centre of the world. Cross the Thessalian Plain to enjoy the amazing views of the most impressive natural scenery in Greece, Meteora! Overnight stay in Kalambaka
				 
			 
		 
	 
	
		
			This morning of the tour you will be driving up to Meteora, where you will experience the beautiful panoramic views of this amazing natural phenomenon and get to know the history of the monasteries as well as the monastic life of the monks, while visiting three of the six monasteries. Post lunch stop, drive back to Athens on the way, you will also visit the battlefield of Thermopylai, where the famous battle of the 300 Spartans took place. It was one of the most important battles between the Greeks and the Persians (480 BCE). Overnight stay in Athens
			 
		
	
		
			
				
					Buffet breakfast at the hotel.  Check out of the hotel latest by 12 noon. According to the departure time of your flight, we will transfer you to the airport for your return or onward flight back home. END OF SERVICES
					 
			 
		 
	 "," 2,826
                            "
stockholm,New Year In The Baltics (Classic),"30,990","
                            3 NIGHTS
                        ","
	Arrival to Stockholm and transfer on your own to your hotel. (Private transfer can be pre-booked in advance). Discover this elegant capital dotted with islets, green parks and tree-lined squares. This ""city on the water"" is home to remarkable old houses, vestiges of its past. Gamla Stan, the medieval old town with quiet plots and winding streets, is full of craft stalls, art galleries, antique shops and second-hand bookstores. Kungliga Slottet, the Royal Palace built in 1690 and 1754, very rich in historical memories. Stadshuset. The City Hall, built on stilts, houses sumptuously furnished rooms. Overnight with breakfast. Clarion Amaranten hotel or similar.
	Buffet breakfast at your hotel. Transfer from the hotel to the port not included. At 3:15 PM - Latest time to check-in for at the Tallink Silja Terminal line. At 3:45 PM - Boarding. At 4:45 PM - Cruise departs Stockholm into the Baltic Sea through beautiful archipelagos. For your night on board we can propose multiple attractions : 
	Let yourself be carried away by the atmosphere of romance and joy before returning to your cabin. Overnight on board of a cruise with breakfast. B-Class, Inside Cabins.
	 
	Buffet breakfast on board. At 10:30 AM - Cruise arrives to Tallinn. Transfer to the hotel in the city on your own. Visit the Estonian capital on your own - Christmas Markets. You will find them at the City Hall Main Square which has a fairytale medieval atmosphere. You will find all kind of handmade products made by craftsmen and local merchants. Vanalinn. It preserves the features of an authentic medieval town with old merchant houses and storages. Here, you can find Raekoja Platz (City Hall Square). Alexander Nevski Cathedral. It was built after a design from Mijail Preobrazhensky with a typical Russian style, between 1894 and 1900, while the country was part of the Russian Imperial. Overnight with breakfast. Hestia Europa hotel or similar.
	
		Breakfast in the hotel. Morning at leisure. Take a last stroll around the city or hurry to buy some last minute souvenirs. Transfer on your own to the airport (private transfer can be pre-booked in advance). End of our services. See you again in Scandinavia, Iceland & The Baltics.
		 "," 1,904
                            "
stockholm,Scandinavian Delights (Land Only),"1,90,990","
                            13 NIGHTS
                        ","
	"," 11,736
                            "
stockholm,Flavours of Scandinavia (Land Only),"1,44,000","
                            10 NIGHTS
                        ","
	• Your holiday begins with your arrival to Helsinki
	 "," 8,848
                            "
london,European Fiesta (Land Only),"83,990","
                            6 NIGHTS
                        ","
	
		
			
				"," 5,161
                            "
langkawi,Singapore Langkawi Cruise,"31,899","
                            3 NIGHTS
                        ",," 1,960
                            "
interlaken,Tops of Europe & Titlis,"71,990","
                            4 NIGHTS
                        ","
	
		
			
				
					
						Arrival in Interlaken by train 2nd class from the Swiss border or any Swiss airport. Overnight in Interlaken.
	Excursion from Interlaken up to the Jungfraujoch - Top of Europe. From Interlaken Ost the train takes you via Grindelwald or Wengen to the Kleine Scheidegg, at the foot of the famous Eiger North Wall. The Jungfrau Railway takes you up to the Jungfraujoch - at 3454 m/11’333 ft the highest railway station in Europe. 
	 
	
		
			
				Rail journey over the Brunig Pass to Lucerne. Overnight in Lucerne.
	
		
			
				Excursion to Mount Titlis - at 3020 M/10’000 Ft. From Lucerne the train takes you to the mountain monastery village Engelberg where you board agondola which takes you up to the Trubsee. You continue your trip by another gondola to stand and finally the first revolving Titlis Rotair cable car takes you up to Mount Titlis. For a spectacular, close-upinsight into a glacier, visit the glacier cave and ride the Ice Flyer chair lift. And get your thrills on the 
				 
	
		
			
				
					Return to Swiss border or airport or continue your stay in Switzerland at your own request. "," 4,424
                            "
granada,Spanish Getaway,"68,990","
                            7 NIGHTS
                        ",," 4,239
                            "
maui,Hawaii - USA,"1,07,990","
                            5 NIGHTS
                        ",," 6,636
                            "
granada,"Feel Spain , Live Spain as a local","1,04,900","
                            7 NIGHTS
                        ","
	
	Buffet breakfast at the hotel. Private sightseeing tour during 2 hours, by luxury car with an English-speaking driver. Meet driver in your hotel and, by the end of this tour, you will have gained a complete vision of the city.
	We will approach the façade of the Royal Palace, the Sabatini Gardens and Campo del Moro. The church of San Francisco El Grande, the fountains of Paseo del Prado, the Toledo Bridge, the Prado Museum, and Puerta de Alcalá are also good examples of this splendid style.
	In the afternoon, enjoy an escorted private walking “tapas” tour dinner
	The most inescapable element of Spanish cooking is tapas, small snacks now popular all over the world. Enjoy a Tapas tour, experience the Spanish culture, accompanied by a local person, who will be pointing out our less-known cultural details, throughout the tour. You will find bars, taverns, even entire neighbor- hoods, specialized in tapas. Live Spain like a Spaniard. The stops include: Tapas in a traditional Tavern / Tasca & Visit to one of the oldest Taverns of Madrid
	 
	
		Buffet breakfast and private transfer to the railway station in order to pick up the high-speed train to Cordoba. Private transfer on arrival to your hotel.
		In the afternoon, enjoy an equestrian show: Unique, magical performance where you can admire the beauty of the pure-bred horses. Here, the sound of the guitar blends with the trickling of the fountains, the trotting horses and the skill of our riders will enchant visitors at the majestic venue of the Castle of the Christian Monarchs in Cordoba.
		Accommodation in your hotel
		 
	Buffet breakfast at the hotel. Regular city tour of Cordoba. Departure from your hotel, you will take a stroll through the historic quarter of Cordoba to discover the splendid Mosque-Cathedral. Then, the Synagogue, the Alcazar and we will take a stroll around the Jewish Quarter.
	In the evening private transfer to the train station to take your train to Seville. Private transfer on arrival and accommodation in your hotel
	 
	Buffet breakfast at the hotel. Regular city tour of Seville: departure from your hotel. First stop will be the cathedral, one of the world’s most beautiful Gothic temples. The dimensions of this cathedral make it the third largest church in the world. We will walk through Santa Cruz quarter, we will pass by the Reales Alcázares (Royal Fortresses), Archive of the Indies declared a World Heritage Site by UNESCO, where we will see the Torre del Oro, of Arab origin, which dates back to the 13th century and was part of the ancient walls. In the end we will arrive to Guadalquivir river, where
	We will enjoy a tour on a boat cruising the river Guadalquivir.
	Private transfer to train station and departure by fast train to Granada. Private transfer to your hotel. By night, enjoy a Flamenco show with gipsy in Sacromonte mountain caves
	Every day at 22.00 hrs. This venue offers a “zambra”, a form of flamenco show, which is danced in caves of the Sacromonte, the gipsy district, (where some people still live!).Gipsies of the same family dance sing and play a visceral flamenco whose roots date back to the times of the Moorish wedding dances in Granada. An additional attraction is the gorgeous view from the caves: the Alhambra and the Generalife by night
	Accommodation in your hotel
	 
	Buffet breakfast at the hotel. Regular tour of Alhambra Palace & Generalife Gardens. Departure from your hotel. We will arrive at the Alhambra, built on the top of a hill. The palace complexes of the Alhambra and Generalife, beside the Albaicin, have been declared World Heritage Sites by UNESCO.
	** Final tour timing will be confirmed 15 days before service date, due to Alhambra entrances policy
	In the afternoon private transfer to train station to proceed to your next destination, Barcelona. Private transfer on arrival and accommodation in your hotel.
	 
	Buffet breakfast at the hotel. Private sightseeing tour during 2 hours, by luxury car with an English-speaking driver. Meet driver in your hotel and, by the end of this tour, you will have gained a complete vision of the city.
	The variety and wealth of Barcelona’s heritage provide a number of attractive routes through its various districts. This way, the traveler will get to know the most typical monuments of the city.
	Barcelona is a Cosmopolitan Mediterranean city. We will visit the façade of the Cathedral, the façade of the Sagrada Familia: a unique creation that has become Barcelona’s most universal symbol. The visit continues to the Olympic Village, the Columbus monument and then on to the Montjuïc Mountain, where you will be able to see the Olympic Stadium and Sant Jordi Palace.
	 "," 6,446
                            "
interlaken,Highlights of Switzerland (Land Only),"1,15,800","
                            7 NIGHTS
                        ","
	• Arrival at Lucerne – the storybook city in central Switzerland. You will be transferred by train from across the border, the airport or any other destination in Switzerland, to Lucerne, where your magical holiday tour begins!
	 "," 7,116
                            "
macau,Experience Hong Kong and Macau,"66,800","
                            5 NIGHTS
                        ","
	Post a filling breakfast; proceed for the half day tour of Hong Kong. The tour includes “Victoria Peak” by coach, Jewellery workshop and Avenue of Star.  Tour will end at Tsim Sha Tsui Area for shopping  and return back to hotel will be on your own.
	 
	""After a filling breakfast at the hotel, you have the rest of the day at leisure. We recommend you to head over to the magical place that is Disneyland. Become a part of the legendary fairytale kingdom that celebrates the spirit of fantasy and the world of tomorrow.
	Those not very keep on Disneyland or Ocean Park can opt for Lantau Island Tour. Tour covers Ngong Ping Cable Car. It is destined to be one of Hong Kong's 'must see' attractions. Tian Tan Buddha, also known as the Big Buddha, is a large bronze statue of a Sakyamuni Buddha, completed in 1993, and located at Ngong Ping, Lantau Island, in Hong Kong. 
	Overnight stay at the hotel.""
	 
	After breakfast, check out from your hotel (by 12 noon). Depending upon flight timing you may leave your luggage in the hotel lobby and have free time till the evening to engage in some retail therapy. Later you will be transferred to airport for your flight back to India.
	 
	After a filling breakfast at the hotel, you have the rest of the day at leisure. We recommend you to head over to the magical place that is Disneyland (optional tour). Become a part of the legendary fairytale kingdom that celebrates the spirit of fantasy and the world of tomorrow.
	Those not very keen for Disneyland can opt for Ocean Park. This particular theme park is considered as one of the world’s best theme parks that provide entertainment and promote education.
	Overnight stay at the hotel."," 4,105
                            "
lithuania,Best of Baltics and Finland (Land Only),"54,990","
                            7 NIGHTS
                        ","
	 
	 "," 3,379
                            "
kenya,Go Crazy in Mauritius and Kenya,"94,990","
                            7 NIGHTS
                        ","
	Mauritius is more than just an island. It has a rich colonial history, a unique biodiversity and gorgeous, gorgeous weather. This is apart from the fact that it is blessed with an array of stunning beaches, spectacular coastline and teeming coral reefs. Mauritius has every creature comfort that a traveler wants, yet it retains its off-the-beaten-track appeal. Upon arrival in Mauritius, you will be welcomed by our representative who will escort you to your hotel. Check-in, relax and spend the rest of the day at leisure. Dinner will be served in one of the restaurants at the hotel. After dinner, retire to your room for an overnight stay.
	 
	After breakfast, proceed for a full-day tour of the South Island of Mauritius.  Visit Curepipe, a model ship factory, Trou Aux Cerfs the crater of an extinct volcano Proceed for Grand Bassin- Sacred Lake for Hindus in Mauritius and Shiva Temple. Drive through Plaine Champagne & Black River Gorges and visit the 23-coloured Nature Park for a surreal experience . At the end of the day, come back to the hotel, have dinner and retire for the night.
	 
	Note : Wear comfortable shoes and warm clothes. Please carry an umbrella too.
	 
	 
	 
	After breakfast, proceed for a full day North Island tour. Visit the capital city- Port Louis, Place D’Armes with its French colonial buildings, the eventful Champ de Mars Racecourse, and the exotic Caudan Waterfront. Dinner will be served in one of the restaurants at the hotel. 
	Overnight at hotel in Mauritius.
	Ile Aux Cerfs is most probably one of the most beautiful places in Mauritius. It is an emerald colored lagoon on the east coast of this lovely island. After a hearty breakfast at the hotel, embark on an excursion to its sandy beaches, beautiful lagoon and a wide array of tourist friendly beach activities. Nothing beats a swim in the blue waters of the ocean. You can choose to don the snorkel and check out the marine life under the waves.  You can also enjoy optional water sports such as banana boat ride, water skiing, parasailing, waterfall visit and undersea walk at an additional cost. After a fun-filled and exciting day, you will be transferred back to the hotel in the evening. Later in the night, have dinner at one of the restaurants and stay overnight at the hotel.
	 
	Note : Carry beach towel which you can collect from the hotel (to be returned later).  Also carry changing clothes, swimwear, sunscreen, cap / please do not carry your passport and any other valuable items.
	 
	Today, after a hearty breakfast proceed to airport to board your flight to Nairobi. A warm welcome awaits you upon arrival at the Jomo Kenyatta International Airport by our guide who will take you through the Nairobi orientation tour covering the modern city center, Kenyatta International Conference Centre; the Landmark of Nairobi (KICC) and the renowned National Museum. Overnight at the hotel.
	After a hearty breakfast you will depart for the fabled Masai Mara National Reserve. The enormous reserve is actually part of the vast Serengeti plains famously known for its spectacular great wildebeest migrations and its home for the big five Lion, Elephant, Leopard, Buffalo and Rhino. Arrive in time for lunch at the beautiful Mara Sun Lodge. After a sumptuous lunch, you will depart for an afternoon game drive to see the game of savannah. Dinner and overnight at Masai Mara.
	 
	A relaxed rise followed by a hearty breakfast and thereafter a full day game drive with picnic lunch to see the varied game of the Masai Mara. This region is Kenya's most popular game sanctuary where you will have the best opportunity of spotting the Big Five (lion, leopard, buffalo, rhino and elephant). Optional visit to a local Maasai village. Dinner and Overnight at Masai Mara.
	 
	After a hearty breakfast you will depart for Nairobi. On arrival into Nairobi you will be transferred to Jomo Kenyatta International Airport for your flight back home
	 "," 5,837
                            "
kenya,Classic Kenya,"1,38,990","
                            7 NIGHTS
                        ","
	
		Welcome to Kenya. East Africa's most cosmopolitan city, Nairobi is known as the safari capital of Africa. Get a chance to uncover the rich colonial history, a fine dining experience and notable wildlife projects. On your arrival at Nairobi at Jomo Kenyatta International Airport, you would be met by our local representative, head to your hotel and complete the check-in formalities. Spend the rest of the day at leisure. Overnight stay at the hotel. 
	
		Enjoy a delicious breakfast, depart to Samburu Game Reserve which takes about 5 hours. driving north past the equator into the hot and dry scrublands of Samburu . Samburu National Reserve, The tranquil Uaso Nyiro River, flowing through Shaba and Samburu, attract a
		wide number of rare wildlife and provides a natural habitat for crocodile. Long necked gerenuk, Gravy’s zebra and reticulated giraffe are species not found in the less arid areas to the south. Elephant seek solace and contentment in the shallow waters of this wide sauntering river, fringed with acacia, doum palms and tamarind, which together with Buffalo Springs; support a large variety of African mammals, cheetah and leopard being particularly well represented. The Reserve has its own indigenous wildlife unique to the region including the gerenuk, Somali ostrich and the endangered grey’s zebra.  Enjoy an afternoon game drive returning to the lodge at sunset.
		 
		Dinner and 
		
	Have your breakfast at the Lodge and Freshen up and get ready to go for a morning game drive in an open 4x4 game vehicle where you get to spot the elusive Kenya leopard which is often known to visit the park, especially in the evenings. Don't forget to have your camera at the ready. Return to the lodge in time for lunch. Later, head out for an evening game drive in an open 4x4 game vehicle. Return to the lodge and choose to take an optional bird walk or make a visit to a nearby Samburu village for a cultural experience. Freshen up for dinner and after a yummy meal, head back to your room for a good night’s sleep.
	 
	After breakfast, drive to Sweetwaters Game Sanctuary arriving in time for lunch at Sweetwaters Tented Camp. A sheltered oasis, clustered around a water hole and set in the pristine calm of the private Ol Pejeta Conservancy, Sweetwaters Tented Camp offers a charming blend of under-canvas ambiance and safari luxury. Afternoon game drives - cum - visit to the rescued chimpanzees’- and black rhino’s sanctuaries. The beautiful Sweetwaters Tented Camp lies in the heart of this privately owned 24,000 acre ranch with magnificent views across the wildlife- studded plains to the snow-capped peaks of Mount Kenya. Host to all the members of the ‘Big Five's (elephant, rhino, lion, buffalo and leopard), the conservancy has a higher wildlife-to-area ratio than any Kenyan national park and is at the forefront of the Kenyan conservancy programme. The conservancy boasts the largest black rhino sanctuary in East Africa, hosts the only chimpanzee sanctuary in Kenya, and shelters large numbers of rare and endangered species. Dinner and overnight at selected accommodation.
	Check out from the hotel after breakfast and depart for Lake Naivasha passing through the Thomson Falls. The drive takes around 4 hrs. Arrive at the resort which is located on the shores of Lake Naivasha which is a fresh water lake and in time for lunch followed by afternoon at leisure to enjoy the club’s facilities and beautiful surroundings with optional boat ride around the lake (cost not included). Have a hearty meal at the resort. Overnight stay at the resort.
	 
	
		After breakfast, check out from the hotel and depart for Maasai Mara
		Game Reserve which is a four and a half hour journey. The most famous reserve in the world, the awe-inspiring Maasai Mara is what safari dreams are made of – rolling grasslands, wide open savannah and rich in wonderful African wildlife. Check in your lodge or camp and relish a sumptuous lunch. Late afternoon, set out (1600-1800Hrs) on a game spotting safari in the reserve, where you will have an opportunity to spot Africa's 'Big Five' - Lion, Leopard, Elephant, Rhino and the Cape Buffalo. See some stunning landscapes of the savannah. Return back to your lodge or camp. Dinner and overnight stay at Maasai Mara.
		 
	
		Wake up bright and early and have your breakfast. Freshen up and get ready to go for a full day game-viewing drive (0700-1530Hrs) with picnic lunch in an open 4x4 game vehicle where you get to spot prides of lions basking in the shade or seek out an elusive solo leopard witnessing incredible wildlife. Don't forget to have your camera at the ready. If you are lucky, you can witness the kill in action, moment by moment, right in front of your eyes! Return to the lodge and freshen up for dinner. After a yummy meal, head back to your room for a good night’s sleep.
		 
	This day marks the end of your wonderful vacation to Kenya. Post breakfast, head out to the Airport (JKIA) for your flight back home.
	 "," 8,541
                            "
kandy,Scintillating Sri Lanka,"22,900","
                            4 NIGHTS
                        ",,
hungary,Glimpse of Eastern Europe,"91,990","
                            8 NIGHTS
                        ","
	
	
		
		 "," 5,653
                            "
hungary,Zagreb (Land only),"69,990","
                            8 NIGHTS
                        ","
	Upon arrival at Zagreb Airport, transfer to hotel. Meet the tour guide, dinner and overnight.
	 
	Morning city tour of Zagreb, including the fortified Upper Town, the city’s historical centre, St. Mark’s Church with its multi-coloured roof, the Cathedral, the Croatian National Theatre and the University. Afternoon departure for Plitvice, dinner and overnight.
	 
	After breakfast, we tour the Plitvice Lakes National Park on the UNESCO’s List of World Natural Heritage. Sixteen lakes, each at a different level, are joined in a series of cascading waterfalls. Surrounded by dense wood, Plitvice Lakes are a natural phenomenon of a rare and unique beauty. Dinner and overnight in Plitvice region. 
	 
	
		
			Morning departure for Dubrovnik. Dinner and overnight in Dubrovnik.
			 
	Day at leisure. Dinner and overnight in Dubrovnik.
	 
	Morning sightseeing tour of Dubrovnik, included on the UNESCO’s List of World Cultural Heritage. You will visit the Franciscan monastery with Europe’s third oldest pharmacy, the Rector’s Palace and the Cathedral. 
	 
	 
	Morning sightseeing tour of Split, covering the Diocletian’s Palace on the UNESCO’s List of World Cultural Heritage with the Peristyle, the Jupiter’s Temple and the Cathedral. Departure for Trogir, a picturesque mediaeval town where we visit the Cathedral of St. Lawrence. Continuation to Zadar, dinner and overnight.
	 
	Morning sightseeing tour of Zadar, including the Roman Forum and St. Donatus Church, a magnificent monument of Romanesque architecture. Afternoon departure for Zagreb, the capital of Croatia. 
	Dinner and overnight in Zagreb.
	 
	 
	After breakfast, transfer to Zagreb Airport.
	 "," 4,301
                            "
hungary,Enchanting Eastern Europe (Land only),"69,990","
                            9 NIGHTS
                        ","
	• Arrive in Prague. Popularly known as one of Europe’s most well-preserved cities, Prague boasts of a millennium-old history, splendid castles, countless churches and cobbled streets. The magic of this Czech city has an allure akin to a fairy tale, something that sets it apart from other European cities. 
	• Once you arrive at the airport, get transferred to your hotel
	• Spend the day relaxing and taking in the breath-taking sights this city has to offer. From so many attractions to choose from you may opt to take a stroll on Charles Bridge, or admire the Lennon Wall or pay a visit to the Astronomical Clock, locally known as the Orloj
	• Overnight stay at the hotel
	• After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour 
	• Check-out from your hotel to reach Prague train Station for your train to Vienna (Train prices not included, available on request)
	• Arrive Vienna, and make your way to your hotel. Check-in at the hotel and relax today as you have the day at leisure to explore the city on your own. You can choose to stop at Alte Donau to enjoy the natural beauty of the Oxbow Lake or stroll in the magnificent gardens of Kurpark Oberlaa which houses various lakes and beautiful botanical features. Get a glimpse of the artwork and architectural magnificence in the different Palaces such as Hofburg, Schonbrunn and Belvedere Palace.
	• Overnight stay at the hotel
	
		• Good morning! Breakfast is ready and served at the hotel
		• Vienna, a city strewn with magnificent architecture and beautiful, picturesque landscapes. Situated at the cultural intersection of east and west, explore the rich heritage of Vienna today in a Hop On Hop Off Tour of the city. See all there is to see in this richly cultural capital and learn the history behind every landmark and every neighborhood!
		• Overnight stay at hotel
	• Enjoy a scrumptious breakfast at the hotel
	• It’s time to Check-out from the hotel. Make your way to the station for your onward journey to Bratislava. (Train prices not included, available on request)
	• On arrival at Bratislava station, make your way to your hotel. Check in. Rest of the day is at leisure. 
	• In the evening proceed for your Night Walking Tour. Walk up the hill to Bratislava Castle, a dominant feature of Bratislava, which stands at a strategic site above the Danube and offers a superb views. The site was inhabited as far back as Celtic and Great Moravian Times. Continue walking down through historical areas and streets and you'll arrive at Bratislava National Theater Opera, Slovak Philharmonic Orchestra- Reduta. Cross the Danube River and arrive at the UFO Attraction. Here, you can admire Bratislava from the opposite side of the Castle.
	• Overnight stay at the hotel
	• Enjoy a delicious breakfast at the hotel
	• Make your way to the station for your onward journey to Budapest. (Train prices not included, available on request)
	• On arrival at Budapest station, make your way to your hotel. Check in. Rest of the day is at leisure for you to explore the city on your own. Budapest is famous for the monuments and relics that reflect its 1000-year-old culture. The city is thought to be one of Europe’s most beautiful cities as it houses numerous World Heritage Sites, the world’s second-oldest metro line, the biggest thermal water cave system in the world, the second largest synagogue and so much more. 
	• Overnight stay at hotel
	• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Budapest
	• Begin your discovery of Budapest with a city Hop-on Hop-off tour bus. Get to enjoy the capital of Hungary, crossed by the great river Danube and founded 2,000 years ago. The bus tour covers 28 stops strategically located to get to see everything from its Neo-Renaissance architecture to its vibrant nightlife.
	• Overnight stay at hotel
	• Breakfast at the hotel
	• Make your way to the airport for your onward flight. (Flight prices not included, available on request)
	• On arrival at Ljubljana station, make your way to your hotel. Check in. Rest of the day is at leisure for you to explore the city on your own. Ljubljana - The capital city of Slovenia lies in a basin between the Karst and the alpine region at 298 meters above sea level. We like to say it is sufficiently large to contain everything that a capital should have, and small enough to preserve the individuality of its inhabitants. 
	•  Overnight stay at the hotel"," 4,301
                            "
hungary,Imperial Cities (Land Only),"58,400","
                            7 NIGHTS
                        ",," 3,589
                            "
kenya,Kenyan Highlights Safari,"92,990","
                            5 NIGHTS
                        ","
	Welcome to Kenya. East Africa's most cosmopolitan city, Nairobi is known as the safari capital of Africa. Get a chance to uncover the rich colonial history, a fine dining experience and notable wildlife projects. On your arrival at Nairobi at Jomo Kenyatta International Airport, you would be met by our local representative, head to your hotel and complete the check-in formalities. Spend the rest of the day at leisure. Overnight stay at the hotel.
	
		Have a hearty breakfast and head out for the nearby Aberdares region. The journey takes around 3 hours. Drive through the rich farming areas arriving at the Aberdare National Park in time for lunch. Upon arrival, you will Check in at the club. Day is at leisure. After lunch enjoy game viewing from the tree lodge, designed with decks from which numerous balconies and lounges provide superb vantage points for viewing the animals visiting the salt-lick and waterhole. Take in the scenic views around you and have a filling dinner later and overnight stay at the Club. 
	After breakfast, check out from the hotel and depart for Maasai Mara.
	 
	Game Reserve which is a four and a half hour journey. The most famous reserve in the world, the awe-inspiring Maasai Mara is what safari dreams are made of – rolling grasslands, wide open savannah and rich in wonderful African wildlife. Check in your lodge or camp and relish a sumptuous lunch. Late afternoon, set out (1600-1800Hrs) on a game spotting safari in the reserve, where you will have an opportunity to spot Africa's 'Big Five' - Lion, Leopard, Elephant, Rhino and the Cape Buffalo. See some stunning landscapes of the savannah. Return back to your lodge or camp. Dinner and overnight stay at Maasai Mara.
	This day marks the end of your wonderful vacation to Kenya. Post breakfast, head out to the Airport (JKIA) for your flight back home."," 5,714
                            "
macau,Explore Hong Kong & Macau with Ocean Park,"61,990","
                            4 NIGHTS
                        ","
	Full Day Ocean Park Tour.
	
		
			Timinings : 1230 - 1300 Hong Kong to Macau Ferry - One Way.
	
		
			Visit : Wynn Fountain show & Tree of Prosperity, Macau Tower (Entrance ticket not included), Illuminations at Fisherman's Wharf, Light show at Parisian (drive by, no stop), Diam ond Show at galaxy OR St’ Paul’s Ruins (This may vary based on time available).
			Optional : Macau Tower.
	
		
			Macau to Hong Kong Airport Ferry - One Way."," 3,809
                            "
macau,Discover Hong Kong & Macau,"58,990","
                            5 NIGHTS
                        ","
	On your arrival in Hong Kong, you will be transferred to the pier for the ferry to Macau. When you reach Macau, you are transferred to your hotel (complimentary shuttle) for check-in (kindly note that the normal check-in time is 3 pm and early check-in is subject to availability and is at the discretion of the hotel reservation staff). Evening is free for you to explore on your own. 
	 
	You can go for
	 
	
	Ruins of the St Paul’s, A-Ma Temple, cake shop, Macau tower
	 
	After a filling breakfast proceed for the optional city tour. The tour takes you to the Ruins of the St Paul’s (a UNESCO designated World Heritage Site). Next up is A-Ma Temple, built in 1948, one of the oldest and most famous Taoist temples in Macau. After the temple we take you to the cake shop where you get extensive choice of pastries and other divinely decadent treats, all baked fresh on the premises. Macau City tour is incomplete until you visit Macau Tower, an important landmark of the city. It was the eighth highest tower in Asia and the tenth in the world by the year of its completion (observation deck ticket not included). We end the city tour with a visit to casino and a delicious local meal.
	After a filling breakfast at the hotel you have the rest of the day at leisure. 
	 
	Head over to the magical place that is Disneyland 
	 
	Another Option is Ocean Park Hong Kong, a marine mammal park, oceanarium, animal theme park and amusement park, situated in Wong Chuk Hang and Nam Long Shan in the Southern District of Hong Kong.
	 
	Overnight stay at the hotel."," 3,625
                            "
macau,Best of Hong Kong & Macau Yatra Special,"47,990","
                            5 NIGHTS
                        ","
	 Transfers from Hong Kong Airport to Hong Kong Hotel - One Way ""Hong Kong by Night T our w ithout lunch / dinner Jewellery Cit y, The Peak , One wa y tram ride, Star Fer ry transfer from Central Pier to Kowloon, Clock Tower, Tea and Snack , Symphony of Light Show, Drop back to Hotel. Guide service""
	 
	Full Day Disneyland Tour - Return Transfers + Entrance Tickets (Without Lunch)
	Full Day Ocean Park Tour - Return Transfers + Group Entry (Without Lunch)
	
		 1230 – 1300 Hong Kong to Macau Ferry - One Way TBA Macau Pier to Hotel Transfer on Hotel Shuttle Bus
		 
	
		Visit: Wynn Fountain show & Tree of Prosperit y, Macau Tower (Entrance tick et not included), Illum inations at Fisherman's W harf, Light show at Parisian (drive b y, no stop), Diam ond Show at galaxy OR St’ Paul’s Ruins (This m ay var y based on time available) Optional: Macau Tower
		 "," 2,949
                            "
macau,Delights of Hong Kong & Macau,"37,990","
                            4 NIGHTS
                        ","
	
		Macau Pier to Hotel Transfer on Hotel Shuttle Bus."," 2,334
                            "
